Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
11/17/2016,Connecticut,Away,65,Loyola Marymount,62,Home,,Win,3,0.94,-0.40,Division 1
11/17/2016,Loyola Marymount,Home,62,Connecticut,65,Away,,Loss,-3,-0.40,0.94,Division 1
11/17/2016,Marquette,Neutral,61,Michigan,79,,Neutral Site,Loss,-18,7.52,9.26,Division 1
11/17/2016,Iowa,Home,83,Seton Hall,91,Away,,Loss,-8,2.31,3.13,Division 1
11/17/2016,George Washington,Home,61,Arkansas-Pine Bluff,41,Away,,Win,20,0.42,-10.72,Division 1
11/17/2016,Arkansas State,Away,78,Georgetown,72,Home,,Win,6,4.22,1.88,Division 1
11/17/2016,Georgetown,Home,72,Arkansas State,78,Away,,Loss,-6,1.88,4.22,Division 1
11/17/2016,Rutgers,Away,66,DePaul,59,Home,,Win,7,-1.58,-5.69,Division 1
11/17/2016,Florida A&M,Home,100,Johnson University,91,Away,,Win,9,-7.07,0.00,Non Division 1
11/17/2016,Arkansas-Pine Bluff,Away,41,George Washington,61,Home,,Loss,-20,-10.72,0.42,Division 1
11/17/2016,North Carolina A&T,Away,55,Grambling,59,Home,,Loss,-4,-11.84,-1.55,Division 1
11/17/2016,Hampton,Home,70,Chowan,69,Away,,Win,1,-1.80,0.00,Non Division 1
11/17/2016,Harvard,Home,78,Fisher College,51,Away,,Win,27,6.07,0.00,Non Division 1
11/17/2016,Furman,Away,78,Georgia,84,Home,,Loss,-6,8.13,1.55,Division 1
11/17/2016,Georgia,Home,84,Furman,78,Away,,Win,6,1.55,8.13,Division 1
11/17/2016,Grambling,Home,59,North Carolina A&T,55,Away,,Win,4,-1.55,-11.84,Division 1
11/18/2016,Notre Dame,Home,83,Loyola (MD),48,Away,,Win,35,8.79,-2.58,Division 1
11/18/2016,Loyola (MD),Away,48,Notre Dame,83,Home,,Loss,-35,-2.58,8.79,Division 1
11/18/2016,Northern Iowa,Neutral,73,Oklahoma,67,,Neutral Site,Win,6,-2.57,-1.19,Division 1
11/18/2016,Oakland,Home,102,Goshen,59,Away,,Win,43,8.72,0.00,Non Division 1
11/18/2016,Austin Peay,Neutral,77,Northern Kentucky,69,,Neutral Site,Win,8,-6.13,4.74,Division 1
11/18/2016,North Dakota State,Neutral,66,Navy,59,,Neutral Site,Win,7,3.33,0.72,Division 1
11/18/2016,Northwestern State,Home,92,LeTourneau,87,Away,,Win,5,-3.34,0.00,Non Division 1
11/18/2016,Northern Kentucky,Neutral,69,Austin Peay,77,,Neutral Site,Loss,-8,4.74,-6.13,Division 1
11/18/2016,Purdue,Home,64,Georgia State,56,Away,,Win,8,12.97,4.56,Division 1
11/18/2016,Georgia State,Away,56,Purdue,64,Home,,Loss,-8,4.56,12.97,Division 1
11/18/2016,South Alabama,Home,69,Florida International,64,Away,,Win,5,-1.19,-3.35,Division 1
11/18/2016,Florida International,Away,64,South Alabama,69,Home,,Loss,-5,-3.35,-1.19,Division 1
11/18/2016,Mississippi,Neutral,95,Oral Roberts,88,,Neutral Site,Win,7,1.67,-4.87,Division 1
11/18/2016,Oklahoma,Neutral,67,Northern Iowa,73,,Neutral Site,Loss,-6,-1.19,-2.57,Division 1
11/18/2016,Portland,Home,98,Lewis & Clark,52,Away,,Win,46,-5.09,0.00,Non Division 1
11/18/2016,Oral Roberts,Neutral,88,Mississippi,95,,Neutral Site,Loss,-7,-4.87,1.67,Division 1
11/18/2016,James Madison,Away,73,Montana State,80,Home,,Loss,-7,-3.18,0.91,Division 1
11/18/2016,Missouri,Neutral,55,Davidson,70,,Neutral Site,Loss,-15,-3.75,2.19,Division 1
11/18/2016,Nevada,Home,83,Oregon State,58,Away,,Win,25,9.03,-9.38,Division 1
11/18/2016,Montana State,Home,80,James Madison,73,Away,,Win,7,0.91,-3.18,Division 1
11/18/2016,Minnesota,Home,92,St. John's (NY),86,Away,,Win,6,6.18,-1.94,Division 1
11/18/2016,Mississippi Valley State,Away,53,Michigan State,100,Home,,Loss,-47,-13.50,3.36,Division 1
11/18/2016,Davidson,Neutral,70,Missouri,55,,Neutral Site,Win,15,2.19,-3.75,Division 1
11/18/2016,St. John's (NY),Away,86,Minnesota,92,Home,,Loss,-6,-1.94,6.18,Division 1
11/18/2016,Montana,Neutral,72,North Carolina State,85,,Neutral Site,Loss,-13,1.34,-2.00,Division 1
11/18/2016,North Carolina Central,Home,84,Jackson State,75,Away,,Win,9,11.73,-2.38,Division 1
11/18/2016,Navy,Neutral,59,North Dakota State,66,,Neutral Site,Loss,-7,0.72,3.33,Division 1
11/18/2016,North Carolina State,Neutral,85,Montana,72,,Neutral Site,Win,13,-2.00,1.34,Division 1
11/18/2016,New Mexico,Home,72,New Mexico State,59,Away,,Win,13,0.97,11.70,Division 1
11/18/2016,Oregon State,Away,58,Nevada,83,Home,,Loss,-25,-9.38,9.03,Division 1
11/18/2016,Jackson State,Away,75,North Carolina Central,84,Home,,Loss,-9,-2.38,11.73,Division 1
11/18/2016,New Mexico State,Away,59,New Mexico,72,Home,,Loss,-13,11.70,0.97,Division 1
11/18/2016,South Carolina,Home,92,South Carolina State,50,Away,,Win,42,7.59,-10.29,Division 1
11/18/2016,Tulane,Neutral,71,Arizona State,80,,Neutral Site,Loss,-9,-8.23,-3.09,Division 1
11/18/2016,Arizona State,Neutral,80,Tulane,71,,Neutral Site,Win,9,-3.09,-8.23,Division 1
11/18/2016,Utah,Home,94,Coppin State,51,Away,,Win,43,10.84,-12.56,Division 1
11/18/2016,Coppin State,Away,51,Utah,94,Home,,Loss,-43,-12.56,10.84,Division 1
11/18/2016,Texas Christian,Home,79,Jacksonville State,60,Away,,Win,19,3.59,2.09,Division 1
11/18/2016,Jacksonville State,Away,60,Texas Christian,79,Home,,Loss,-19,2.09,3.59,Division 1
11/18/2016,Western Michigan,Neutral,75,Texas-El Paso,85,,Neutral Site,Loss,-10,0.28,0.47,Division 1
11/18/2016,Texas-El Paso,Neutral,85,Western Michigan,75,,Neutral Site,Win,10,0.47,0.28,Division 1
11/18/2016,Wake Forest,Neutral,77,Villanova,96,,Neutral Site,Loss,-19,4.75,14.88,Division 1
11/18/2016,Villanova,Neutral,96,Wake Forest,77,,Neutral Site,Win,19,14.88,4.75,Division 1
11/18/2016,Xavier,Neutral,83,Clemson,77,,Neutral Site,Win,6,3.26,3.50,Division 1
11/18/2016,Clemson,Neutral,77,Xavier,83,,Neutral Site,Loss,-6,3.50,3.26,Division 1
11/18/2016,Vanderbilt,Home,75,Norfolk State,52,Away,,Win,23,3.12,-1.42,Division 1
11/18/2016,Norfolk State,Away,52,Vanderbilt,75,Home,,Loss,-23,-1.42,3.12,Division 1
11/18/2016,Virginia Commonwealth,Home,81,Binghamton,42,Away,,Win,39,8.26,-2.97,Division 1
11/18/2016,Binghamton,Away,42,Virginia Commonwealth,81,Home,,Loss,-39,-2.97,8.26,Division 1
11/18/2016,Southern Mississippi,Home,60,Union (TN),44,Away,,Win,16,-9.26,0.00,Non Division 1
11/18/2016,Southern Methodist,Neutral,54,Michigan,76,,Neutral Site,Loss,-22,14.71,9.26,Division 1
11/18/2016,Stephen F. Austin,Home,75,Northeastern State,70,Away,,Win,5,1.28,0.00,Non Division 1
11/18/2016,Southern Utah,Home,108,Bethesda University (CA),92,Away,,Win,16,-7.73,0.00,Non Division 1
11/18/2016,Southern Illinois,Away,101,Southern Illinois-Edwardsville,83,Home,,Win,18,-0.88,-7.93,Division 1
11/18/2016,South Carolina State,Away,50,South Carolina,92,Home,,Loss,-42,-10.29,7.59,Division 1
11/18/2016,Michigan,Neutral,76,Southern Methodist,54,,Neutral Site,Win,22,9.26,14.71,Division 1
11/18/2016,Southern Illinois-Edwardsville,Home,83,Southern Illinois,101,Away,,Loss,-18,-7.93,-0.88,Division 1
11/18/2016,Tennessee-Martin,Home,85,Cleveland State,74,Away,,Win,11,2.00,-4.48,Division 1
11/18/2016,Cleveland State,Away,74,Tennessee-Martin,85,Home,,Loss,-11,-4.48,2.00,Division 1
11/18/2016,Texas A&M,Home,63,Southern California,65,Away,,Loss,-2,2.39,5.52,Division 1
11/18/2016,Southern California,Away,65,Texas A&M,63,Home,,Win,2,5.52,2.39,Division 1
11/18/2016,Stetson,Home,112,Citadel,116,Away,,Loss,-4,-5.72,-4.76,Division 1
11/18/2016,Citadel,Away,116,Stetson,112,Home,,Win,4,-4.76,-5.72,Division 1
11/18/2016,Syracuse,Home,71,Monmouth,50,Away,,Win,21,5.31,8.03,Division 1
11/18/2016,Monmouth,Away,50,Syracuse,71,Home,,Loss,-21,8.03,5.31,Division 1
11/18/2016,Michigan State,Home,100,Mississippi Valley State,53,Away,,Win,47,3.36,-13.50,Division 1
11/18/2016,Washington State,Neutral,77,Creighton,103,,Neutral Site,Loss,-26,-6.35,9.62,Division 1
11/18/2016,Creighton,Neutral,103,Washington State,77,,Neutral Site,Win,26,9.62,-6.35,Division 1
11/18/2016,Hartford,Away,73,Drexel,87,Home,,Loss,-14,-10.28,-3.47,Division 1
11/18/2016,Drexel,Home,87,Hartford,73,Away,,Win,14,-3.47,-10.28,Division 1
11/18/2016,Southeast Missouri State,Away,78,Bradley,84,Home,,Loss,-6,-0.12,-5.15,Division 1
11/18/2016,Bradley,Home,84,Southeast Missouri State,78,Away,,Win,6,-5.15,-0.12,Division 1
11/18/2016,College of Charleston,Neutral,40,Central Florida,60,,Neutral Site,Loss,-20,4.79,6.59,Division 1
11/18/2016,Central Florida,Neutral,60,College of Charleston,40,,Neutral Site,Win,20,6.59,4.79,Division 1
11/18/2016,Winthrop,Away,86,Florida State,100,Home,,Loss,-14,9.53,11.18,Division 1
11/18/2016,Florida State,Home,100,Winthrop,86,Away,,Win,14,11.18,9.53,Division 1
11/18/2016,Fordham,Home,68,Fairleigh Dickinson,55,Away,,Win,13,-2.41,-2.23,Division 1
11/18/2016,Fairleigh Dickinson,Away,55,Fordham,68,Home,,Loss,-13,-2.23,-2.41,Division 1
11/18/2016,Duquesne,Home,77,Canisius,78,Away,,Loss,-1,-3.75,0.82,Division 1
11/18/2016,Canisius,Away,78,Duquesne,77,Home,,Win,1,0.82,-3.75,Division 1
11/18/2016,Gardner-Webb,Neutral,68,Eastern Michigan,76,,Neutral Site,Loss,-8,6.88,4.76,Division 1
11/18/2016,Eastern Michigan,Neutral,76,Gardner-Webb,68,,Neutral Site,Win,8,4.76,6.88,Division 1
11/18/2016,Arkansas,Home,71,Texas-Arlington,67,Away,,Win,4,5.79,8.30,Division 1
11/18/2016,Sacred Heart,Away,65,Arizona,95,Home,,Loss,-30,-3.44,10.82,Division 1
11/18/2016,Arkansas-Little Rock,Home,57,Idaho,65,Away,,Loss,-8,0.09,1.68,Division 1
11/18/2016,Texas-Arlington,Away,67,Arkansas,71,Home,,Loss,-4,8.30,5.79,Division 1
11/18/2016,Ball State,Away,59,Alabama,77,Home,,Loss,-18,3.58,4.15,Division 1
11/18/2016,Alabama,Home,77,Ball State,59,Away,,Win,18,4.15,3.58,Division 1
11/18/2016,Arizona,Home,95,Sacred Heart,65,Away,,Win,30,10.82,-3.44,Division 1
11/18/2016,Alcorn State,Home,93,Selma University,48,Away,,Win,45,1.44,0.00,Non Division 1
11/18/2016,Mississippi State,Neutral,80,Boise State,68,,Neutral Site,Win,12,1.22,4.53,Division 1
11/18/2016,Boise State,Neutral,68,Mississippi State,80,,Neutral Site,Loss,-12,4.53,1.22,Division 1
11/18/2016,Northeastern,Away,63,Boston University,65,Home,,Loss,-2,0.13,2.34,Division 1
11/18/2016,Boston University,Home,65,Northeastern,63,Away,,Win,2,2.34,0.13,Division 1
11/18/2016,Baylor,Home,81,Florida Gulf Coast,72,Away,,Win,9,10.00,10.64,Division 1
11/18/2016,Idaho,Away,65,Arkansas-Little Rock,57,Home,,Win,8,1.68,0.09,Division 1
11/18/2016,Bethune-Cookman,Home,82,Trinity (FL),52,Away,,Win,30,-6.72,0.00,Non Division 1
11/18/2016,Florida Gulf Coast,Away,72,Baylor,81,Home,,Loss,-9,10.64,10.00,Division 1
11/18/2016,George Mason,Home,76,Mount St. Mary's,78,Away,,Loss,-2,2.94,-0.26,Division 1
11/18/2016,Longwood,Home,87,Salem International,74,Away,,Win,13,-13.00,0.00,Non Division 1
11/18/2016,Saint Peter's,Neutral,90,Lipscomb,77,,Neutral Site,Win,13,4.72,7.33,Division 1
11/18/2016,North Florida,Away,70,Louisiana State,78,Home,,Loss,-8,-1.09,-8.16,Division 1
11/18/2016,Louisiana State,Home,78,North Florida,70,Away,,Win,8,-8.16,-1.09,Division 1
11/18/2016,Siena,Away,65,Kansas,86,Home,,Loss,-21,0.24,10.34,Division 1
11/18/2016,Kansas,Home,86,Siena,65,Away,,Win,21,10.34,0.24,Division 1
11/18/2016,Lipscomb,Neutral,77,Saint Peter's,90,,Neutral Site,Loss,-13,7.33,4.72,Division 1
11/18/2016,Kent State,Home,111,Hiram,55,Away,,Win,56,4.60,0.00,Non Division 1
11/18/2016,Pittsburgh,Neutral,78,Marquette,75,,Neutral Site,Win,3,-1.82,7.52,Division 1
11/18/2016,Marquette,Neutral,75,Pittsburgh,78,,Neutral Site,Loss,-3,7.52,-1.82,Division 1
11/18/2016,Miami (OH),Home,66,Delaware,68,Away,,Loss,-2,-4.22,-6.79,Division 1
11/18/2016,Delaware,Away,68,Miami (OH),66,Home,,Win,2,-6.79,-4.22,Division 1
11/18/2016,Saint Joseph's,Neutral,71,Loyola (IL),57,,Neutral Site,Win,14,-3.55,6.59,Division 1
11/18/2016,Loyola (IL),Neutral,57,Saint Joseph's,71,,Neutral Site,Loss,-14,6.59,-3.55,Division 1
11/18/2016,Manhattan,Home,80,Hofstra,68,Away,,Win,12,-7.06,0.59,Division 1
11/18/2016,Hofstra,Away,68,Manhattan,80,Home,,Loss,-12,0.59,-7.06,Division 1
11/18/2016,Hawaii,Home,68,North Carolina,83,Away,,Loss,-15,-0.20,14.29,Division 1
11/18/2016,Gonzaga,Home,109,Bryant,70,Away,,Win,39,23.42,-3.28,Division 1
11/18/2016,High Point,Home,63,North Carolina-Greensboro,57,Away,,Win,6,-0.10,6.38,Division 1
11/18/2016,North Carolina,Away,83,Hawaii,68,Home,,Win,15,14.29,-0.20,Division 1
11/18/2016,Georgia Tech,Home,61,Ohio,67,Away,,Loss,-6,0.22,7.13,Division 1
11/18/2016,Mount St. Mary's,Away,78,George Mason,76,Home,,Win,2,-0.26,2.94,Division 1
11/18/2016,Bryant,Away,70,Gonzaga,109,Home,,Loss,-39,-3.28,23.42,Division 1
11/18/2016,Ohio,Away,67,Georgia Tech,61,Home,,Win,6,7.13,0.22,Division 1
11/18/2016,IUPUI,Home,77,Howard,55,Away,,Win,22,-0.53,-7.94,Division 1
11/18/2016,Howard,Away,55,IUPUI,77,Home,,Loss,-22,-7.94,-0.53,Division 1
11/18/2016,Youngstown State,Neutral,54,Jacksonville,79,,Neutral Site,Loss,-25,-5.38,2.56,Division 1
11/18/2016,Jacksonville,Neutral,79,Youngstown State,54,,Neutral Site,Win,25,2.56,-5.38,Division 1
11/18/2016,Houston Baptist,Home,98,Dallas Christian,54,Away,,Win,44,2.07,0.00,Non Division 1
11/18/2016,North Carolina-Greensboro,Away,57,High Point,63,Home,,Loss,-6,6.38,-0.10,Division 1
11/18/2016,Illinois,Home,89,Detroit Mercy,69,Away,,Win,20,1.91,-7.84,Division 1
11/18/2016,Detroit Mercy,Away,69,Illinois,89,Home,,Loss,-20,-7.84,1.91,Division 1
11/19/2016,Nebraska-Omaha,Home,87,Rice,100,Away,,Loss,-13,0.38,6.06,Division 1
11/19/2016,Rice,Away,100,Nebraska-Omaha,87,Home,,Win,13,6.06,0.38,Division 1
11/19/2016,Cal State Fullerton,Away,68,Nevada-Las Vegas,77,Home,,Loss,-9,2.42,-6.34,Division 1
11/19/2016,Nebraska,Home,65,Louisiana Tech,54,Away,,Win,11,-3.10,10.73,Division 1
11/19/2016,Campbell,Away,66,Morgan State,82,Home,,Loss,-16,0.79,-3.20,Division 1
11/19/2016,Morgan State,Home,82,Campbell,66,Away,,Win,16,-3.20,0.79,Division 1
11/19/2016,Louisiana Tech,Away,54,Nebraska,65,Home,,Loss,-11,10.73,-3.10,Division 1
11/19/2016,Nevada-Las Vegas,Home,77,Cal State Fullerton,68,Away,,Win,9,-6.34,2.42,Division 1
11/19/2016,Chicago State,Away,79,Oakland,107,Home,,Loss,-28,-13.19,8.72,Division 1
11/19/2016,Oakland,Home,107,Chicago State,79,Away,,Win,28,8.72,-13.19,Division 1
11/19/2016,Loyola (IL),Neutral,78,Oral Roberts,53,,Neutral Site,Win,25,6.59,-4.87,Division 1
11/19/2016,North Dakota State,Neutral,54,North Carolina-Greensboro,65,,Neutral Site,Loss,-11,3.33,6.38,Division 1
11/19/2016,Colgate,Away,68,NJIT,74,Home,,Loss,-6,-4.00,-2.23,Division 1
11/19/2016,NJIT,Home,74,Colgate,68,Away,,Win,6,-2.23,-4.00,Division 1
11/19/2016,North Carolina-Greensboro,Neutral,65,North Dakota State,54,,Neutral Site,Win,11,6.38,3.33,Division 1
11/19/2016,Tennessee State,Away,74,Middle Tennessee,63,Home,,Win,11,3.40,11.71,Division 1
11/19/2016,Marshall,Home,98,Western Carolina,63,Away,,Win,35,1.66,-11.88,Division 1
11/19/2016,Western Carolina,Away,63,Marshall,98,Home,,Loss,-35,-11.88,1.66,Division 1
11/19/2016,Kennesaw State,Away,85,Maryland-Baltimore County,93,Home,,Loss,-8,-1.72,4.27,Division 1
11/19/2016,Northeastern,Neutral,74,Long Island University,78,,Neutral Site,Loss,-4,0.13,1.88,Division 1
11/19/2016,La Salle,Home,76,Texas Southern,77,Away,,Loss,-1,-1.03,2.65,Division 1
11/19/2016,Texas Southern,Away,77,La Salle,76,Home,,Win,1,2.65,-1.03,Division 1
11/19/2016,Long Island University,Neutral,78,Northeastern,74,,Neutral Site,Win,4,1.88,0.13,Division 1
11/19/2016,Maryland-Baltimore County,Home,93,Kennesaw State,85,Away,,Win,8,4.27,-1.72,Division 1
11/19/2016,Austin Peay,Away,70,Miami (OH),76,Home,,Loss,-6,-6.13,-4.22,Division 1
11/19/2016,Miami (OH),Home,76,Austin Peay,70,Away,,Win,6,-4.22,-6.13,Division 1
11/19/2016,Middle Tennessee,Home,63,Tennessee State,74,Away,,Loss,-11,11.71,3.40,Division 1
11/19/2016,Pennsylvania,Away,62,Miami (FL),74,Home,,Loss,-12,0.86,5.69,Division 1
11/19/2016,Memphis,Home,99,Savannah State,86,Away,,Win,13,3.28,-6.21,Division 1
11/19/2016,Savannah State,Away,86,Memphis,99,Home,,Loss,-13,-6.21,3.28,Division 1
11/19/2016,Miami (FL),Home,74,Pennsylvania,62,Away,,Win,12,5.69,0.86,Division 1
11/19/2016,Oral Roberts,Neutral,53,Loyola (IL),78,,Neutral Site,Loss,-25,-4.87,6.59,Division 1
11/19/2016,Virginia Tech,Home,88,Virginia Military Institute,72,Away,,Win,16,4.84,-9.63,Division 1
11/19/2016,Fairfield,Away,70,Wagner,64,Home,,Win,6,-0.77,2.47,Division 1
11/19/2016,Wagner,Home,64,Fairfield,70,Away,,Loss,-6,2.47,-0.77,Division 1
11/19/2016,Virginia Military Institute,Away,72,Virginia Tech,88,Home,,Loss,-16,-9.63,4.84,Division 1
11/19/2016,Utah State,Home,85,Idaho State,51,Away,,Win,34,2.78,-10.39,Division 1
11/19/2016,Utah Valley,Home,86,Benedictine (AZ),52,Away,,Win,34,3.58,0.00,Non Division 1
11/19/2016,Vermont,Home,79,Lyndon State,20,Away,,Win,59,11.97,0.00,Non Division 1
11/19/2016,Montana,Neutral,63,Washington State,87,,Neutral Site,Loss,-24,1.34,-6.35,Division 1
11/19/2016,Wright State,Home,78,Toledo,82,Away,,Loss,-4,4.63,3.39,Division 1
11/19/2016,South Dakota State,Away,67,Wyoming,77,Home,,Loss,-10,0.18,1.97,Division 1
11/19/2016,Wyoming,Home,77,South Dakota State,67,Away,,Win,10,1.97,0.18,Division 1
11/19/2016,Toledo,Away,82,Wright State,78,Home,,Win,4,3.39,4.63,Division 1
11/19/2016,Washington State,Neutral,87,Montana,63,,Neutral Site,Win,24,-6.35,1.34,Division 1
11/19/2016,Presbyterian,Away,59,William & Mary,89,Home,,Loss,-30,-13.63,3.97,Division 1
11/19/2016,William & Mary,Home,89,Presbyterian,59,Away,,Win,30,3.97,-13.63,Division 1
11/19/2016,Idaho State,Away,51,Utah State,85,Home,,Loss,-34,-10.39,2.78,Division 1
11/19/2016,Santa Clara,Home,88,Northern Colorado,72,Away,,Win,16,1.39,-3.17,Division 1
11/19/2016,South Alabama,Home,82,Youngstown State,75,Away,,Win,7,-1.19,-5.38,Division 1
11/19/2016,Youngstown State,Away,75,South Alabama,82,Home,,Loss,-7,-5.38,-1.19,Division 1
11/19/2016,Northern Colorado,Away,72,Santa Clara,88,Home,,Loss,-16,-3.17,1.39,Division 1
11/19/2016,Grambling,Away,54,Providence,71,Home,,Loss,-17,-1.55,3.63,Division 1
11/19/2016,Providence,Home,71,Grambling,54,Away,,Win,17,3.63,-1.55,Division 1
11/19/2016,Saint Francis (PA),Home,119,Chatham,59,Away,,Win,60,1.56,0.00,Non Division 1
11/19/2016,Rider,Away,65,South Florida,70,Home,,Loss,-5,-0.06,-9.67,Division 1
11/19/2016,Texas Tech,Home,90,Eastern Kentucky,71,Away,,Win,19,6.25,-4.29,Division 1
11/19/2016,New Orleans,Away,68,Tulsa,77,Home,,Loss,-9,3.77,-2.84,Division 1
11/19/2016,Tulsa,Home,77,New Orleans,68,Away,,Win,9,-2.84,3.77,Division 1
11/19/2016,Eastern Kentucky,Away,71,Texas Tech,90,Home,,Loss,-19,-4.29,6.25,Division 1
11/19/2016,South Florida,Home,70,Rider,65,Away,,Win,5,-9.67,-0.06,Division 1
11/19/2016,Prairie View,Away,59,Texas-San Antonio,69,Home,,Loss,-10,-4.33,-3.42,Division 1
11/19/2016,Texas-San Antonio,Home,69,Prairie View,59,Away,,Win,10,-3.42,-4.33,Division 1
11/19/2016,Jacksonville,Neutral,78,Florida International,75,,Neutral Site,Win,3,2.56,-3.35,Division 1
11/19/2016,Pacific,Away,65,UC-Irvine,72,Home,,Loss,-7,-5.00,5.63,Division 1
11/19/2016,UC-Riverside,Home,96,Fresno Pacific,50,Away,,Win,46,-4.17,0.00,Non Division 1
11/19/2016,Charleston Southern,Home,77,South Carolina Upstate,79,Away,,Loss,-2,-1.26,2.16,Division 1
11/19/2016,UC-Irvine,Home,72,Pacific,65,Away,,Win,7,5.63,-5.00,Division 1
11/19/2016,UC-Santa Barbara,Away,70,Cal State Bakersfield,77,Home,,Loss,-7,-10.21,8.16,Division 1
11/19/2016,Cal State Northridge,Home,84,Northern Illinois,82,Away,,Win,2,-3.30,1.53,Division 1
11/19/2016,Northern Illinois,Away,82,Cal State Northridge,84,Home,,Loss,-2,1.53,-3.30,Division 1
11/19/2016,South Carolina Upstate,Away,79,Charleston Southern,77,Home,,Win,2,2.16,-1.26,Division 1
11/19/2016,Dayton,Home,57,Saint Mary's (CA),61,Away,,Loss,-4,9.94,15.50,Division 1
11/19/2016,Saint Mary's (CA),Away,61,Dayton,57,Home,,Win,4,15.50,9.94,Division 1
11/19/2016,Delaware,Neutral,53,Northern Kentucky,74,,Neutral Site,Loss,-21,-6.79,4.74,Division 1
11/19/2016,Rhode Island,Neutral,76,Cincinnati,71,,Neutral Site,Win,5,8.48,13.65,Division 1
11/19/2016,Central Arkansas,Neutral,64,Chattanooga,75,,Neutral Site,Loss,-11,-9.28,5.87,Division 1
11/19/2016,Chattanooga,Neutral,75,Central Arkansas,64,,Neutral Site,Win,11,5.87,-9.28,Division 1
11/19/2016,Cincinnati,Neutral,71,Rhode Island,76,,Neutral Site,Loss,-5,13.65,8.48,Division 1
11/19/2016,Cal State Bakersfield,Home,77,UC-Santa Barbara,70,Away,,Win,7,8.16,-10.21,Division 1
11/19/2016,Boston University,Home,102,Maine,78,Away,,Win,24,2.34,-10.34,Division 1
11/19/2016,Maine,Away,78,Boston University,102,Home,,Loss,-24,-10.34,2.34,Division 1
11/19/2016,Bowling Green State,Home,69,Missouri-Kansas City,71,Away,,Loss,-2,-3.06,-1.85,Division 1
11/19/2016,Western Kentucky,Away,69,Belmont,90,Home,,Loss,-21,-2.91,8.18,Division 1
11/19/2016,Arkansas State,Away,60,Army,57,Home,,Win,3,4.22,-0.50,Division 1
11/19/2016,Army,Home,57,Arkansas State,60,Away,,Loss,-3,-0.50,4.22,Division 1
11/19/2016,Belmont,Home,90,Western Kentucky,69,Away,,Win,21,8.18,-2.91,Division 1
11/19/2016,Missouri-Kansas City,Away,71,Bowling Green State,69,Home,,Win,2,-1.85,-3.06,Division 1
11/19/2016,Bucknell,Away,60,Butler,86,Home,,Loss,-26,8.74,7.90,Division 1
11/19/2016,Butler,Home,86,Bucknell,60,Away,,Win,26,7.90,8.74,Division 1
11/19/2016,Cal Poly,Home,69,Bethesda University (CA),52,Away,,Win,17,-5.16,0.00,Non Division 1
11/19/2016,Marist,Neutral,87,Brown,79,,Neutral Site,Win,8,-9.59,-2.10,Division 1
11/19/2016,Brigham Young,Home,81,Coastal Carolina,65,Away,,Win,16,7.09,-0.70,Division 1
11/19/2016,Coastal Carolina,Away,65,Brigham Young,81,Home,,Loss,-16,-0.70,7.09,Division 1
11/19/2016,Brown,Neutral,79,Marist,87,,Neutral Site,Loss,-8,-2.10,-9.59,Division 1
11/19/2016,Northern Kentucky,Neutral,74,Delaware,53,,Neutral Site,Win,21,4.74,-6.79,Division 1
11/19/2016,Gardner-Webb,Neutral,94,Howard,78,,Neutral Site,Win,16,6.88,-7.94,Division 1
11/19/2016,Howard,Neutral,78,Gardner-Webb,94,,Neutral Site,Loss,-16,-7.94,6.88,Division 1
11/19/2016,Illinois-Chicago,Home,102,Trinity Christian,66,Away,,Win,36,-0.15,0.00,Non Division 1
11/19/2016,Navy,Away,62,High Point,69,Home,,Loss,-7,0.72,-0.10,Division 1
11/19/2016,Green Bay,Neutral,77,Murray State,93,,Neutral Site,Loss,-16,3.10,2.91,Division 1
11/19/2016,Murray State,Neutral,93,Green Bay,77,,Neutral Site,Win,16,2.91,3.10,Division 1
11/19/2016,High Point,Home,69,Navy,62,Away,,Win,7,-0.10,0.72,Division 1
11/19/2016,Indiana,Home,87,Liberty,48,Away,,Win,39,7.03,3.31,Division 1
11/19/2016,Eastern Michigan,Away,71,IUPUI,83,Home,,Loss,-12,4.76,-0.53,Division 1
11/19/2016,IUPUI,Home,83,Eastern Michigan,71,Away,,Win,12,-0.53,4.76,Division 1
11/19/2016,Florida International,Neutral,75,Jacksonville,78,,Neutral Site,Loss,-3,-3.35,2.56,Division 1
11/19/2016,Massachusetts-Lowell,Away,81,IPFW,94,Home,,Loss,-13,-2.84,8.87,Division 1
11/19/2016,Liberty,Away,48,Indiana,87,Home,,Loss,-39,3.31,7.03,Division 1
11/19/2016,Indiana State,Home,96,Missouri-St. Louis,55,Away,,Win,41,-2.74,0.00,Non Division 1
11/19/2016,IPFW,Home,94,Massachusetts-Lowell,81,Away,,Win,13,8.87,-2.84,Division 1
11/19/2016,Grand Canyon,Neutral,82,Albany (NY),77,,Neutral Site,Win,5,5.77,5.85,Division 1
11/19/2016,Western Illinois,Away,64,Eastern Illinois,73,Home,,Loss,-9,-4.96,2.97,Division 1
11/19/2016,Evansville,Home,69,Morehead State,56,Away,,Win,13,0.82,1.97,Division 1
11/19/2016,Morehead State,Away,56,Evansville,69,Home,,Loss,-13,1.97,0.82,Division 1
11/19/2016,Eastern Illinois,Home,73,Western Illinois,64,Away,,Win,9,2.97,-4.96,Division 1
