Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
11/11/2016,New Orleans,Home,103,LaGrange,67,Away,,Win,36,3.77,0.00,Non Division 1
11/11/2016,Idaho State,Away,70,New Mexico,81,Home,,Loss,-11,-10.39,0.97,Division 1
11/11/2016,New Mexico,Home,81,Idaho State,70,Away,,Win,11,0.97,-10.39,Division 1
11/11/2016,NJIT,Home,100,Sarah Lawrence,38,Away,,Win,62,-2.23,0.00,Non Division 1
11/11/2016,North Carolina A&T,Home,67,Greensboro,50,Away,,Win,17,-11.84,0.00,Non Division 1
11/11/2016,Buffalo,Away,76,Niagara,66,Home,,Win,10,3.47,-3.97,Division 1
11/11/2016,Niagara,Home,66,Buffalo,76,Away,,Loss,-10,-3.97,3.47,Division 1
11/11/2016,New Hampshire,Home,85,Lesley,58,Away,,Win,27,5.03,0.00,Non Division 1
11/11/2016,Illinois State,Away,70,Murray State,73,Home,,Loss,-3,7.85,2.91,Division 1
11/11/2016,Murray State,Home,73,Illinois State,70,Away,,Win,3,2.91,7.85,Division 1
11/11/2016,Monmouth,Home,78,Drexel,65,Away,,Win,13,8.03,-3.47,Division 1
11/11/2016,Morehead State,Home,106,Kentucky Christian,41,Away,,Win,65,1.97,0.00,Non Division 1
11/11/2016,Nevada-Las Vegas,Home,68,South Alabama,76,Away,,Loss,-8,-6.34,-1.19,Division 1
11/11/2016,South Alabama,Away,76,Nevada-Las Vegas,68,Home,,Win,8,-1.19,-6.34,Division 1
11/11/2016,Navy,Home,68,Ohio State,78,Away,,Loss,-10,0.72,3.03,Division 1
11/11/2016,Ohio State,Away,78,Navy,68,Home,,Win,10,3.03,0.72,Division 1
11/11/2016,Indiana State,Away,78,Northern Illinois,80,Home,,Loss,-2,-2.74,1.53,Division 1
11/11/2016,Northern Illinois,Home,80,Indiana State,78,Away,,Win,2,1.53,-2.74,Division 1
11/11/2016,Boston University,Away,77,Northeastern,87,Home,,Loss,-10,2.34,0.13,Division 1
11/11/2016,Northeastern,Home,87,Boston University,77,Away,,Win,10,0.13,2.34,Division 1
11/11/2016,Northwestern,Home,94,Mississippi Valley State,63,Away,,Win,31,6.03,-13.50,Division 1
11/11/2016,Bowling Green State,Away,70,Oakland,78,Home,,Loss,-8,-3.06,8.72,Division 1
11/11/2016,Northern Kentucky,Home,96,Earlham,56,Away,,Win,40,4.74,0.00,Non Division 1
11/11/2016,Mississippi Valley State,Away,63,Northwestern,94,Home,,Loss,-31,-13.50,6.03,Division 1
11/11/2016,North Texas,Home,85,Sul Ross State,77,Away,,Win,8,-6.10,0.00,Non Division 1
11/11/2016,Georgia Southern,Away,79,North Carolina State,81,Home,,Loss,-2,3.03,-2.00,Division 1
11/11/2016,North Carolina State,Home,81,Georgia Southern,79,Away,,Win,2,-2.00,3.03,Division 1
11/11/2016,North Carolina-Greensboro,Home,51,Virginia,76,Away,,Loss,-25,6.38,10.97,Division 1
11/11/2016,Virginia,Away,76,North Carolina-Greensboro,51,Home,,Win,25,10.97,6.38,Division 1
11/11/2016,Arkansas State,Away,66,North Dakota State,76,Home,,Loss,-10,4.22,3.33,Division 1
11/11/2016,North Dakota State,Home,76,Arkansas State,66,Away,,Win,10,3.33,4.22,Division 1
11/11/2016,North Carolina-Wilmington,Home,110,Claflin,64,Away,,Win,46,10.24,0.00,Non Division 1
11/11/2016,North Dakota,Home,98,Crown College,48,Away,,Win,50,7.71,0.00,Non Division 1
11/11/2016,Southern Utah,Away,65,Valparaiso,79,Home,,Loss,-14,-7.73,6.75,Division 1
11/11/2016,Valparaiso,Home,79,Southern Utah,65,Away,,Win,14,6.75,-7.73,Division 1
11/11/2016,Pacific,Away,80,UCLA,119,Home,,Loss,-39,-5.00,15.03,Division 1
11/11/2016,UCLA,Home,119,Pacific,80,Away,,Win,39,15.03,-5.00,Division 1
11/11/2016,North Carolina-Asheville,Away,65,Virginia Commonwealth,80,Home,,Loss,-15,9.28,8.26,Division 1
11/11/2016,Virginia Commonwealth,Home,80,North Carolina-Asheville,65,Away,,Win,15,8.26,9.28,Division 1
11/11/2016,Lafayette,Away,48,Villanova,88,Home,,Loss,-40,-9.57,14.88,Division 1
11/11/2016,Villanova,Home,88,Lafayette,48,Away,,Win,40,14.88,-9.57,Division 1
11/11/2016,Tulsa,Home,73,Jacksonville State,84,Away,,Loss,-11,-2.84,2.09,Division 1
11/11/2016,Houston Baptist,Away,67,Texas Tech,93,Home,,Loss,-26,2.07,6.25,Division 1
11/11/2016,Texas Tech,Home,93,Houston Baptist,67,Away,,Win,26,6.25,2.07,Division 1
11/11/2016,Texas A&M-Corpus Christi,Home,115,Our Lady of the Lake,100,Away,,Win,15,2.68,0.00,Non Division 1
11/11/2016,Texas Christian,Home,82,St. Thomas (TX),64,Away,,Win,18,3.59,0.00,Non Division 1
11/11/2016,Tulane,Neutral,75,North Carolina,95,,Neutral Site,Loss,-20,-8.23,14.29,Division 1
11/11/2016,Jacksonville State,Away,84,Tulsa,73,Home,,Win,11,2.09,-2.84,Division 1
11/11/2016,Troy,Home,135,Toccoa Falls,76,Away,,Win,59,6.78,0.00,Non Division 1
11/11/2016,North Carolina,Neutral,95,Tulane,75,,Neutral Site,Win,20,14.29,-8.23,Division 1
11/11/2016,Wichita State,Home,85,South Carolina State,39,Away,,Win,46,19.62,-10.29,Division 1
11/11/2016,Central Arkansas,Away,47,Wisconsin,79,Home,,Loss,-32,-9.28,10.53,Division 1
11/11/2016,Western Michigan,Home,90,Marygrove,74,Away,,Win,16,0.28,0.00,Non Division 1
11/11/2016,South Carolina State,Away,39,Wichita State,85,Home,,Loss,-46,-10.29,19.62,Division 1
11/11/2016,Lehigh,Away,81,Xavier,84,Home,,Loss,-3,5.34,3.26,Division 1
11/11/2016,Xavier,Home,84,Lehigh,81,Away,,Win,3,3.26,5.34,Division 1
11/11/2016,Wisconsin,Home,79,Central Arkansas,47,Away,,Win,32,10.53,-9.28,Division 1
11/11/2016,Wyoming,Home,88,Western State,49,Away,,Win,39,1.97,0.00,Non Division 1
11/11/2016,West Virginia,Home,87,Mount St. Mary's,59,Away,,Win,28,15.65,-0.26,Division 1
11/11/2016,Radford,Away,59,Wake Forest,80,Home,,Loss,-21,-4.91,4.75,Division 1
11/11/2016,Wake Forest,Home,80,Radford,59,Away,,Win,21,4.75,-4.91,Division 1
11/11/2016,Maine,Away,67,Virginia Tech,80,Home,,Loss,-13,-10.34,4.84,Division 1
11/11/2016,Virginia Tech,Home,80,Maine,67,Away,,Win,13,4.84,-10.34,Division 1
11/11/2016,Weber State,Home,128,Antelope Valley,65,Away,,Win,63,6.63,0.00,Non Division 1
11/11/2016,Mount St. Mary's,Away,59,West Virginia,87,Home,,Loss,-28,-0.26,15.65,Division 1
11/11/2016,Montana State,Away,65,Washington State,69,Home,,Loss,-4,0.91,-6.35,Division 1
11/11/2016,Washington State,Home,69,Montana State,65,Away,,Win,4,-6.35,0.91,Division 1
11/11/2016,Texas A&M,Home,72,Northwestern State,44,Away,,Win,28,2.39,-3.34,Division 1
11/11/2016,Montana,Away,61,Southern California,75,Home,,Loss,-14,1.34,5.52,Division 1
11/11/2016,Southern California,Home,75,Montana,61,Away,,Win,14,5.52,1.34,Division 1
11/11/2016,South Florida,Home,84,Florida A&M,73,Away,,Win,11,-9.67,-7.07,Division 1
11/11/2016,Southeastern Louisiana,Home,85,Millsaps,39,Away,,Win,46,2.69,0.00,Non Division 1
11/11/2016,Gardner-Webb,Away,44,Southern Methodist,72,Home,,Loss,-28,6.88,14.71,Division 1
11/11/2016,Southern Methodist,Home,72,Gardner-Webb,44,Away,,Win,28,14.71,6.88,Division 1
11/11/2016,Southern Illinois,Home,81,Wright State,85,Away,,Loss,-4,-0.88,4.63,Division 1
11/11/2016,Wright State,Away,85,Southern Illinois,81,Home,,Win,4,4.63,-0.88,Division 1
11/11/2016,Florida A&M,Away,73,South Florida,84,Home,,Loss,-11,-7.07,-9.67,Division 1
11/11/2016,Santa Clara,Home,67,Northern Arizona,64,Away,,Win,3,1.39,-6.84,Division 1
11/11/2016,Seattle,Home,76,Pacific Lutheran,65,Away,,Win,11,-1.67,0.00,Non Division 1
11/11/2016,San Francisco,Home,82,Illinois-Chicago,80,Away,,Win,2,4.66,-0.15,Division 1
11/11/2016,Northern Arizona,Away,64,Santa Clara,67,Home,,Loss,-3,-6.84,1.39,Division 1
11/11/2016,Louisiana Tech,Away,76,South Carolina,85,Home,,Loss,-9,10.73,7.59,Division 1
11/11/2016,South Carolina,Home,85,Louisiana Tech,76,Away,,Win,9,7.59,10.73,Division 1
11/11/2016,Fairleigh Dickinson,Away,70,Seton Hall,91,Home,,Loss,-21,-2.23,3.13,Division 1
11/11/2016,Seton Hall,Home,91,Fairleigh Dickinson,70,Away,,Win,21,3.13,-2.23,Division 1
11/11/2016,Temple,Home,97,La Salle,92,Away,,Win,5,-0.25,-1.03,Division 1
11/11/2016,Chattanooga,Away,82,Tennessee,69,Home,,Win,13,5.87,1.50,Division 1
11/11/2016,Syracuse,Home,83,Colgate,55,Away,,Win,28,5.31,-4.00,Division 1
11/11/2016,La Salle,Away,92,Temple,97,Home,,Loss,-5,-1.03,-0.25,Division 1
11/11/2016,Texas,Home,78,Incarnate Word,73,Away,,Win,5,-1.76,-3.72,Division 1
11/11/2016,Northwestern State,Away,44,Texas A&M,72,Home,,Loss,-28,-3.34,2.39,Division 1
11/11/2016,Tennessee,Home,69,Chattanooga,82,Away,,Loss,-13,1.50,5.87,Division 1
11/11/2016,Incarnate Word,Away,73,Texas,78,Home,,Loss,-5,-3.72,-1.76,Division 1
11/11/2016,Colgate,Away,55,Syracuse,83,Home,,Loss,-28,-4.00,5.31,Division 1
11/11/2016,St. John's (NY),Home,100,Bethune-Cookman,53,Away,,Win,47,-1.94,-6.72,Division 1
11/11/2016,Harvard,Neutral,70,Stanford,80,,Neutral Site,Loss,-10,6.07,-1.35,Division 1
11/11/2016,Southern Mississippi,Home,101,Tougaloo,96,Away,,Win,5,-9.26,0.00,Non Division 1
11/11/2016,Bethune-Cookman,Away,53,St. John's (NY),100,Home,,Loss,-47,-6.72,-1.94,Division 1
11/11/2016,Columbia,Away,73,Stony Brook,66,Home,,Win,7,-0.89,0.35,Division 1
11/11/2016,Stony Brook,Home,66,Columbia,73,Away,,Loss,-7,0.35,-0.89,Division 1
11/11/2016,Stanford,Neutral,80,Harvard,70,,Neutral Site,Win,10,-1.35,6.07,Division 1
11/11/2016,Stetson,Home,78,Webber,62,Away,,Win,16,-5.72,0.00,Non Division 1
11/11/2016,Drexel,Away,65,Monmouth,78,Home,,Loss,-13,-3.47,8.03,Division 1
11/11/2016,Dayton,Home,96,Austin Peay,68,Away,,Win,28,9.94,-6.13,Division 1
11/11/2016,Delaware,Home,64,Goldey-Beacom,56,Away,,Win,8,-6.79,0.00,Non Division 1
11/11/2016,Missouri-Kansas City,Away,82,Creighton,89,Home,,Loss,-7,-1.85,9.62,Division 1
11/11/2016,Austin Peay,Away,68,Dayton,96,Home,,Loss,-28,-6.13,9.94,Division 1
11/11/2016,Drake,Home,74,South Dakota,79,Away,,Loss,-5,-5.87,4.18,Division 1
11/11/2016,South Dakota,Away,79,Drake,74,Home,,Win,5,4.18,-5.87,Division 1
11/11/2016,Delaware State,Home,103,Clarks Summit,56,Away,,Win,47,-6.66,0.00,Non Division 1
11/11/2016,Detroit Mercy,Home,99,Adrian,69,Away,,Win,30,-7.84,0.00,Non Division 1
11/11/2016,Creighton,Home,89,Missouri-Kansas City,82,Away,,Win,7,9.62,-1.85,Division 1
11/11/2016,Citadel,Away,68,College of Charleston,81,Home,,Loss,-13,-4.76,4.79,Division 1
11/11/2016,College of Charleston,Home,81,Citadel,68,Away,,Win,13,4.79,-4.76,Division 1
11/11/2016,Clemson,Home,74,Georgia,64,Away,,Win,10,3.50,1.55,Division 1
11/11/2016,Georgia,Away,64,Clemson,74,Home,,Loss,-10,1.55,3.50,Division 1
11/11/2016,Connecticut,Home,58,Wagner,67,Away,,Loss,-9,0.94,2.47,Division 1
11/11/2016,Wagner,Away,67,Connecticut,58,Home,,Win,9,2.47,0.94,Division 1
11/11/2016,Colorado,Home,90,Sacramento State,53,Away,,Win,37,3.58,-3.19,Division 1
11/11/2016,Sacramento State,Away,53,Colorado,90,Home,,Loss,-37,-3.19,3.58,Division 1
11/11/2016,Eastern Washington,Home,70,Linfield,47,Away,,Win,23,3.42,0.00,Non Division 1
11/11/2016,Elon,Home,101,Peace,68,Away,,Win,33,3.47,0.00,Non Division 1
11/11/2016,Eastern Kentucky,Home,97,IUPUI,87,Away,,Win,10,-4.29,-0.53,Division 1
11/11/2016,IUPUI,Away,87,Eastern Kentucky,97,Home,,Loss,-10,-0.53,-4.29,Division 1
11/11/2016,Florida,Neutral,80,Florida Gulf Coast,59,,Neutral Site,Win,21,11.72,10.64,Division 1
11/11/2016,Florida Gulf Coast,Neutral,59,Florida,80,,Neutral Site,Loss,-21,10.64,11.72,Division 1
11/11/2016,Fairfield,Home,85,Sacred Heart,63,Away,,Win,22,-0.77,-3.44,Division 1
11/11/2016,Sacred Heart,Away,63,Fairfield,85,Home,,Loss,-22,-3.44,-0.77,Division 1
11/11/2016,Eastern Illinois,Home,83,St. Francis (IL),41,Away,,Win,42,2.97,0.00,Non Division 1
11/11/2016,Duquesne,Home,65,Loyola (MD),60,Away,,Win,5,-3.75,-2.58,Division 1
11/11/2016,Loyola (MD),Away,60,Duquesne,65,Home,,Loss,-5,-2.58,-3.75,Division 1
11/11/2016,Duke,Home,94,Marist,49,Away,,Win,45,10.83,-9.59,Division 1
11/11/2016,Marist,Away,49,Duke,94,Home,,Loss,-45,-9.59,10.83,Division 1
11/11/2016,East Tennessee State,Home,96,Fordham,59,Away,,Win,37,10.56,-2.41,Division 1
11/11/2016,Fordham,Away,59,East Tennessee State,96,Home,,Loss,-37,-2.41,10.56,Division 1
11/11/2016,East Carolina,Home,72,Grambling,57,Away,,Win,15,-1.82,-1.55,Division 1
11/11/2016,Grambling,Away,57,East Carolina,72,Home,,Loss,-15,-1.55,-1.82,Division 1
11/11/2016,Cincinnati,Home,84,Brown,55,Away,,Win,29,13.65,-2.10,Division 1
11/11/2016,North Florida,Away,66,Auburn,83,Home,,Loss,-17,-1.09,0.84,Division 1
11/11/2016,Baylor,Home,76,Oral Roberts,61,Away,,Win,15,10.00,-4.87,Division 1
11/11/2016,IPFW,Away,83,Arkansas,92,Home,,Loss,-9,8.87,5.79,Division 1
11/11/2016,Auburn,Home,83,North Florida,66,Away,,Win,17,0.84,-1.09,Division 1
11/11/2016,Cornell,Away,62,Binghamton,68,Home,,Loss,-6,-5.66,-2.97,Division 1
11/11/2016,Boston College,Home,73,Nicholls State,79,Away,,Loss,-6,-5.88,-4.77,Division 1
11/11/2016,Oral Roberts,Away,61,Baylor,76,Home,,Loss,-15,-4.87,10.00,Division 1
11/11/2016,Binghamton,Home,68,Cornell,62,Away,,Win,6,-2.97,-5.66,Division 1
11/11/2016,Arkansas,Home,92,IPFW,83,Away,,Win,9,5.79,8.87,Division 1
11/11/2016,Alabama,Home,70,Coastal Carolina,53,Away,,Win,17,4.15,-0.70,Division 1
11/11/2016,Coastal Carolina,Away,53,Alabama,70,Home,,Loss,-17,-0.70,4.15,Division 1
11/11/2016,Abilene Christian,Home,73,Schreiner,59,Away,,Win,14,-2.21,0.00,Non Division 1
11/11/2016,Air Force,Home,88,McPherson,71,Away,,Win,17,-2.00,0.00,Non Division 1
11/11/2016,Arizona State,Home,88,Portland State,70,Away,,Win,18,-3.09,3.55,Division 1
11/11/2016,Portland State,Away,70,Arizona State,88,Home,,Loss,-18,3.55,-3.09,Division 1
11/11/2016,Alabama-Birmingham,Home,86,Arkansas-Pine Bluff,66,Away,,Win,20,1.61,-10.72,Division 1
11/11/2016,Arkansas-Pine Bluff,Away,66,Alabama-Birmingham,86,Home,,Loss,-20,-10.72,1.61,Division 1
11/11/2016,Utah State,Away,72,UC-Irvine,56,Home,,Win,16,2.78,5.63,Division 1
11/11/2016,Central Connecticut State,Home,75,Hartford,60,Away,,Win,15,-9.83,-10.28,Division 1
11/11/2016,Tennessee State,Neutral,78,UC-Davis,64,,Neutral Site,Win,14,3.40,1.56,Division 1
11/11/2016,UC-Irvine,Home,56,Utah State,72,Away,,Loss,-16,5.63,2.78,Division 1
11/11/2016,Charlotte,Home,101,Newberry,88,Away,,Win,13,-3.73,0.00,Non Division 1
11/11/2016,Brown,Away,55,Cincinnati,84,Home,,Loss,-29,-2.10,13.65,Division 1
11/11/2016,Hartford,Away,60,Central Connecticut State,75,Home,,Loss,-15,-10.28,-9.83,Division 1
11/11/2016,Central Michigan,Home,117,Indiana-Kokomo,53,Away,,Win,64,0.59,0.00,Non Division 1
11/11/2016,UC-Davis,Neutral,64,Tennessee State,78,,Neutral Site,Loss,-14,1.56,3.40,Division 1
11/11/2016,Bucknell,Home,76,Manhattan,64,Away,,Win,12,8.74,-7.06,Division 1
11/11/2016,Manhattan,Away,64,Bucknell,76,Home,,Loss,-12,-7.06,8.74,Division 1
11/11/2016,Nicholls State,Away,79,Boston College,73,Home,,Win,6,-4.77,-5.88,Division 1
11/11/2016,Bradley,Home,70,Illinois-Springfield,55,Away,,Win,15,-5.15,0.00,Non Division 1
11/11/2016,University of California,Home,82,South Dakota State,53,Away,,Win,29,5.12,0.18,Division 1
11/11/2016,South Dakota State,Away,53,University of California,82,Home,,Loss,-29,0.18,5.12,Division 1
11/11/2016,Cal State Fullerton,Home,77,Cal Tech,28,Away,,Win,49,2.42,0.00,Non Division 1
11/11/2016,Cal State Northridge,Home,96,Pomona-Pitzer,72,Away,,Win,24,-3.30,0.00,Non Division 1
11/11/2016,American,Away,56,Maryland,62,Home,,Loss,-6,-6.80,6.34,Division 1
11/11/2016,Maryland,Home,62,American,56,Away,,Win,6,6.34,-6.80,Division 1
11/11/2016,Marquette,Neutral,95,Vanderbilt,71,,Neutral Site,Win,24,7.52,3.12,Division 1
11/11/2016,Vanderbilt,Neutral,71,Marquette,95,,Neutral Site,Loss,-24,3.12,7.52,Division 1
11/11/2016,Massachusetts-Lowell,Away,76,Massachusetts,90,Home,,Loss,-14,-2.84,-0.03,Division 1
11/11/2016,Mercer,Home,87,Brewton-Parker,53,Away,,Win,34,2.59,0.00,Non Division 1
11/11/2016,Maryland-Baltimore County,Home,92,Hood,61,Away,,Win,31,4.27,0.00,Non Division 1
11/11/2016,Massachusetts,Home,90,Massachusetts-Lowell,76,Away,,Win,14,-0.03,-2.84,Division 1
11/11/2016,Loyola Marymount,Home,99,Vanguard,51,Away,,Win,48,-0.40,0.00,Non Division 1
11/11/2016,Long Island University,Home,78,John Jay,40,Away,,Win,38,1.88,0.00,Non Division 1
11/11/2016,Louisiana-Monroe,Home,96,Centenary (LA),63,Away,,Win,33,-3.06,0.00,Non Division 1
11/11/2016,Lipscomb,Home,96,Sewanee,53,Away,,Win,43,7.33,0.00,Non Division 1
11/11/2016,Long Beach State,Home,95,Cal State Los Angeles,59,Away,,Win,36,-3.44,0.00,Non Division 1
11/11/2016,Alcorn State,Away,44,Loyola (IL),69,Home,,Loss,-25,1.44,6.59,Division 1
11/11/2016,Loyola (IL),Home,69,Alcorn State,44,Away,,Win,25,6.59,1.44,Division 1
11/11/2016,Evansville,Away,47,Louisville,78,Home,,Loss,-31,0.82,11.69,Division 1
11/11/2016,Louisville,Home,78,Evansville,47,Away,,Win,31,11.69,0.82,Division 1
11/11/2016,Mississippi,Home,86,Tennessee-Martin,83,Away,,Win,3,1.67,2.00,Division 1
11/11/2016,Tennessee-Martin,Away,83,Mississippi,86,Home,,Loss,-3,2.00,1.67,Division 1
11/11/2016,Louisiana-Lafayette,Away,74,Minnesota,86,Home,,Loss,-12,5.64,6.18,Division 1
11/11/2016,Minnesota,Home,86,Louisiana-Lafayette,74,Away,,Win,12,6.18,5.64,Division 1
11/11/2016,Alabama A&M,Away,62,Missouri State,96,Home,,Loss,-34,-15.97,3.82,Division 1
11/11/2016,Missouri State,Home,96,Alabama A&M,62,Away,,Win,34,3.82,-15.97,Division 1
11/11/2016,Mississippi State,Home,78,Norfolk State,74,Away,,Win,4,1.22,-1.42,Division 1
11/11/2016,Norfolk State,Away,74,Mississippi State,78,Home,,Loss,-4,-1.42,1.22,Division 1
11/11/2016,Milwaukee,Home,88,Milwaukee Engineering,58,Away,,Win,30,-4.20,0.00,Non Division 1
11/11/2016,Miami (OH),Home,84,Muskingum,57,Away,,Win,27,-4.22,0.00,Non Division 1
11/11/2016,Howard,Away,58,Michigan,76,Home,,Loss,-18,-7.94,9.26,Division 1
11/11/2016,Miami (FL),Home,92,Western Carolina,43,Away,,Win,49,5.69,-11.88,Division 1
11/11/2016,Western Carolina,Away,43,Miami (FL),92,Home,,Loss,-49,-11.88,5.69,Division 1
11/11/2016,Michigan State,Neutral,63,Arizona,65,,Neutral Site,Loss,-2,3.36,10.82,Division 1
11/11/2016,Middle Tennessee,Home,102,Milligan,64,Away,,Win,38,11.71,0.00,Non Division 1
11/11/2016,Michigan,Home,76,Howard,58,Away,,Win,18,9.26,-7.94,Division 1
11/11/2016,Arizona,Neutral,65,Michigan State,63,,Neutral Site,Win,2,10.82,3.36,Division 1
11/11/2016,Liberty,Home,81,Cairn,53,Away,,Win,28,3.31,0.00,Non Division 1
11/11/2016,Utah Valley,Away,69,Gonzaga,92,Home,,Loss,-23,3.58,23.42,Division 1
11/11/2016,Hampton,Home,56,Rider,67,Away,,Loss,-11,-1.80,-0.06,Division 1
11/11/2016,Tennessee Tech,Away,55,Georgia Tech,70,Home,,Loss,-15,-0.72,0.22,Division 1
11/11/2016,Gonzaga,Home,92,Utah Valley,69,Away,,Win,23,23.42,3.58,Division 1
11/11/2016,Southern Illinois-Edwardsville,Away,69,Hawaii,68,Home,,Win,1,-7.93,-0.20,Division 1
11/11/2016,Coppin State,Away,72,Hofstra,74,Home,,Loss,-2,-12.56,0.59,Division 1
11/11/2016,Rider,Away,67,Hampton,56,Home,,Win,11,-0.06,-1.80,Division 1
11/11/2016,Hawaii,Home,68,Southern Illinois-Edwardsville,69,Away,,Loss,-1,-0.20,-7.93,Division 1
11/11/2016,Georgia Tech,Home,70,Tennessee Tech,55,Away,,Win,15,0.22,-0.72,Division 1
11/11/2016,Florida International,Home,76,Florida Memorial,57,Away,,Win,19,-3.35,0.00,Non Division 1
11/11/2016,Fresno State,Home,69,Texas-San Antonio,66,Away,,Win,3,3.69,-3.42,Division 1
11/11/2016,Florida Atlantic,Neutral,57,Texas State,61,,Neutral Site,Loss,-4,-3.77,4.15,Division 1
11/11/2016,Texas State,Neutral,61,Florida Atlantic,57,,Neutral Site,Win,4,4.15,-3.77,Division 1
11/11/2016,Maryland-Eastern Shore,Away,71,George Washington,75,Home,,Loss,-4,-4.68,0.42,Division 1
11/11/2016,Georgia State,Home,111,Thomas University,69,Away,,Win,42,4.56,0.00,Non Division 1
11/11/2016,Texas-San Antonio,Away,66,Fresno State,69,Home,,Loss,-3,-3.42,3.69,Division 1
11/11/2016,George Washington,Home,75,Maryland-Eastern Shore,71,Away,,Win,4,0.42,-4.68,Division 1
11/11/2016,Kansas,Neutral,99,Indiana,103,,Neutral Site,Loss,-4,10.34,7.03,Division 1
11/11/2016,Kansas State,Home,82,Western Illinois,55,Away,,Win,27,4.79,-4.96,Division 1
11/11/2016,Jackson State,Home,66,Xavier (LA),54,Away,,Win,12,-2.38,0.00,Non Division 1
11/11/2016,Indiana,Neutral,103,Kansas,99,,Neutral Site,Win,4,7.03,10.34,Division 1
11/11/2016,Stephen F. Austin,Away,64,Kentucky,87,Home,,Loss,-23,1.28,14.35,Division 1
11/11/2016,Lamar,Home,90,Howard Payne,47,Away,,Win,43,6.03,0.00,Non Division 1
11/11/2016,Western Illinois,Away,55,Kansas State,82,Home,,Loss,-27,-4.96,4.79,Division 1
