Date,Opponent,Opponent Differential,Team,Team Differential,at_home,at_opp,opp_avg_Score,opp_avg_ScoreAllowed,opp_losses,opp_wins,team_avg_Score,team_avg_ScoreAllowed,team_losses,team_wins,team_won 
11/20/2016,Marist,-9.59,Grand Canyon,5.77,0,0,68.25,89.0,3,1,73.0,86.0,2,1,1
11/20/2016,Princeton,10.62,Lehigh,5.34,1,0,73.0,82.0,1,0,81.0,86.5,2,0,1
11/20/2016,Youngstown State,-5.38,Florida International,-3.35,0,0,79.25,86.5,3,1,70.5,71.5,3,1,0
11/20/2016,Florida State,11.18,Detroit Mercy,-7.84,0,1,95.66666666666667,77.0,0,3,82.0,88.33333333333333,2,1,0
11/20/2016,Edward Waters,0.0,Florida Atlantic,-3.77,1,0,73.0,109.0,1,0,62.666666666666664,67.33333333333333,3,0,1
11/20/2016,Stetson,-5.72,East Carolina,-1.82,1,0,90.66666666666667,81.66666666666667,1,2,65.66666666666667,61.333333333333336,1,2,1
11/20/2016,Massachusetts,-0.03,Holy Cross,-1.75,1,0,82.66666666666667,77.66666666666667,1,2,47.5,85.5,2,0,0
11/20/2016,High Point,-0.1,North Dakota State,3.33,0,1,69.75,64.75,1,3,72.0,63.0,1,3,1
11/20/2016,Lipscomb,7.33,Fordham,-2.41,1,0,83.8,78.4,3,2,72.75,66.75,1,3,1
11/21/2016,Columbia,-0.89,Quinnipiac,-6.65,1,0,69.0,75.5,1,1,70.0,94.0,1,0,0
11/21/2016,Rice,6.06,Montana State,0.91,0,1,87.33333333333333,76.0,1,2,80.5,75.25,1,3,0
11/21/2016,St. Francis (NY),-11.71,Providence,3.63,1,0,46.5,79.0,2,0,72.66666666666667,61.333333333333336,1,2,1
11/21/2016,Sacramento State,-3.19,UC-Davis,1.56,0,1,65.33333333333333,77.66666666666667,2,1,76.25,71.75,1,3,1
11/21/2016,Santa Clara,1.39,Sacred Heart,-3.44,0,1,68.5,67.0,2,2,72.66666666666667,88.66666666666667,2,1,0
11/21/2016,Fort Valley State,0.0,Savannah State,-6.21,1,0,0,0,0,0,85.5,105.25,3,1,1
11/21/2016,San Diego State,5.94,University of California,5.12,0,0,66.0,62.0,1,2,78.5,59.0,0,2,0
11/21/2016,Saint Joseph's,-3.55,North Carolina State,-2.0,0,0,75.25,69.75,1,3,86.5,81.0,1,3,1
11/21/2016,Texas,-1.76,Northwestern,6.03,0,0,81.0,61.333333333333336,0,3,82.66666666666667,68.33333333333333,1,2,1
11/21/2016,Green Bay,3.1,Missouri-Kansas City,-1.85,0,0,74.0,69.75,2,2,76.5,73.5,1,3,0
11/21/2016,Oral Roberts,-4.87,Montana,1.34,0,0,72.25,81.25,3,1,67.0,80.0,4,0,1
11/21/2016,Georgetown,1.88,Oregon,14.06,0,0,84.0,71.33333333333333,2,1,72.0,65.66666666666667,1,2,0
11/21/2016,Pepperdine,-11.29,Central Michigan,0.59,0,0,77.0,71.66666666666667,0,3,103.33333333333333,61.666666666666664,0,3,1
11/21/2016,Western Carolina,-11.88,Ohio State,3.03,1,0,63.0,76.0,3,1,73.0,66.0,0,3,1
11/21/2016,Seattle,-1.67,Louisiana-Monroe,-3.06,0,0,60.0,74.66666666666667,2,1,75.0,77.33333333333333,2,1,0
11/21/2016,Texas A&M-Corpus Christi,2.68,Texas State,4.15,1,0,104.5,86.0,0,2,71.66666666666667,63.0,1,2,0
11/21/2016,Vanderbilt,3.12,Bucknell,8.74,0,1,75.33333333333333,71.0,1,2,71.25,76.5,2,2,1
11/21/2016,Texas Christian,3.59,Illinois State,7.85,0,1,86.33333333333333,62.0,0,3,72.5,65.0,1,1,0
11/21/2016,Wofford,3.45,Vermont,11.97,0,0,93.0,84.0,1,1,76.75,60.5,1,3,1
11/21/2016,Wisconsin,10.53,Tennessee,1.5,0,0,71.66666666666667,59.0,1,2,86.0,88.0,1,1,0
11/21/2016,Ohio Dominican,0.0,Wright State,4.63,1,0,0,0,0,0,84.0,83.33333333333333,1,2,1
11/21/2016,Washington State,-6.35,Loyola (IL),6.59,0,0,78.5,76.75,1,3,80.2,55.6,1,4,1
11/21/2016,Xavier (LA),0.0,Southeastern Louisiana,2.69,1,0,54.0,66.0,1,0,81.66666666666667,67.66666666666667,1,2,1
11/21/2016,Southern Illinois,-0.88,Mount St. Mary's,-0.26,0,1,83.0,80.5,2,2,62.0,79.0,3,1,0
11/21/2016,South Dakota,4.18,Kent State,4.6,0,0,84.0,63.0,0,4,94.33333333333333,64.0,0,3,0
11/21/2016,Southern Mississippi,-9.26,Alabama A&M,-15.97,0,1,74.0,72.66666666666667,1,2,55.666666666666664,96.66666666666667,3,0,0
11/21/2016,St. Bonaventure,4.47,Arkansas-Little Rock,0.09,0,0,79.0,77.5,1,1,84.66666666666667,63.666666666666664,1,2,1
11/21/2016,St. Francis (IL),0.0,Texas-Arlington,8.3,1,0,41.0,83.0,1,0,73.75,80.5,3,1,1
11/21/2016,Southern Utah,-7.73,Coastal Carolina,-0.7,0,0,83.0,86.33333333333333,2,1,67.75,70.25,3,1,1
11/21/2016,Campbell,0.79,Samford,3.09,0,1,77.33333333333333,76.33333333333333,2,1,65.5,61.5,1,1,1
11/21/2016,Tennessee-Martin,2.0,Canisius,0.82,1,0,87.75,76.0,1,3,70.33333333333333,79.0,2,1,0
11/21/2016,Norfolk State,-1.42,Butler,7.9,1,0,73.75,66.5,2,2,81.66666666666667,60.0,0,3,1
11/21/2016,Chaminade,0.0,North Carolina,14.29,0,0,0,0,0,0,92.0,66.75,0,4,1
11/21/2016,Connecticut,0.94,Oklahoma State,7.5,0,0,61.333333333333336,64.33333333333333,2,1,107.0,75.66666666666667,0,3,1
11/21/2016,Coppin State,-12.56,Ball State,3.58,0,0,59.8,86.2,5,0,72.66666666666667,73.66666666666667,2,1,1
11/21/2016,Notre Dame,8.79,Colorado,3.58,0,0,88.0,53.666666666666664,0,3,82.0,59.333333333333336,0,3,0
11/21/2016,Alabama-Birmingham,1.61,Kansas,10.34,0,0,78.0,67.0,1,2,87.33333333333333,81.0,1,2,1
11/21/2016,Northern Colorado,-3.17,Arizona,10.82,1,0,72.66666666666667,83.33333333333333,2,1,79.33333333333333,64.66666666666667,0,3,1
11/21/2016,Valparaiso,6.75,Alabama,4.15,0,0,75.0,68.5,1,3,73.0,63.0,1,2,0
11/21/2016,Blue Mountain College,0.0,Arkansas-Pine Bluff,-10.72,1,0,35.0,88.0,1,0,63.333333333333336,64.66666666666667,2,1,0
11/21/2016,Bradley,-5.15,Hofstra,0.59,0,0,67.66666666666667,65.33333333333333,1,2,76.0,80.66666666666667,2,1,1
11/21/2016,Saint Louis,-7.94,Brigham Young,7.09,0,0,75.33333333333333,76.66666666666667,1,2,86.33333333333333,65.66666666666667,0,3,1
11/21/2016,Murray State,2.91,Bowling Green State,-3.06,1,0,80.25,79.75,2,2,68.0,76.0,4,0,1
11/21/2016,Mississippi,1.67,Creighton,9.62,0,0,88.0,81.75,0,4,95.75,80.0,0,4,1
11/21/2016,Texas Southern,2.65,James Madison,-3.18,1,0,76.0,73.5,1,3,66.0,78.66666666666667,3,0,0
11/21/2016,Massachusetts-Lowell,-2.84,Liberty,3.31,1,0,80.5,90.0,3,1,62.666666666666664,68.0,2,1,1
11/21/2016,Winthrop,9.53,Illinois,1.91,1,0,82.0,76.0,1,2,90.25,65.0,0,4,0
11/21/2016,Howard Payne,0.0,Incarnate Word,-3.72,1,0,47.0,90.0,1,0,83.0,84.0,1,1,1
11/21/2016,Long Island University,1.88,Maine,-10.34,0,0,72.5,65.25,1,3,74.25,80.0,3,1,0
11/21/2016,Marshall,1.66,Jackson State,-2.38,0,1,88.0,69.66666666666667,0,3,70.66666666666667,74.0,2,1,0
11/21/2016,Louisiana-Lafayette,5.64,Delaware State,-6.66,0,1,91.33333333333333,72.33333333333333,2,1,77.33333333333333,73.33333333333333,2,1,0
11/21/2016,Eastern Washington,3.42,Bryant,-3.28,0,1,64.66666666666667,72.66666666666667,2,1,74.0,86.33333333333333,2,1,0
11/21/2016,Florida,11.72,Belmont,8.18,0,0,76.33333333333333,59.666666666666664,0,3,78.0,74.5,1,1,0
11/21/2016,Troy,6.78,Eastern Illinois,2.97,1,0,85.33333333333333,72.33333333333333,1,2,73.0,62.25,2,2,1
11/21/2016,George Mason,2.94,Houston,9.25,0,0,75.66666666666667,70.0,2,1,88.5,62.0,0,2,1
11/21/2016,South Dakota State,0.18,Idaho,1.68,1,0,64.5,76.0,3,1,68.0,62.333333333333336,1,2,1
11/21/2016,Georgia,1.55,George Washington,0.42,0,0,69.33333333333333,66.0,1,2,71.0,62.333333333333336,0,3,0
11/22/2016,Oklahoma State,7.5,North Carolina,14.29,0,0,104.75,79.25,0,4,94.4,65.6,0,5,1
11/22/2016,Georgia State,4.56,NJIT,-2.23,0,0,77.33333333333333,72.0,2,1,85.25,70.75,2,2,0
11/22/2016,Waldorf,0.0,North Dakota State,3.33,1,0,0,0,0,0,71.6,59.2,1,4,1
11/22/2016,Nicholls State,-4.77,New Mexico State,11.7,1,0,73.25,72.25,2,2,73.4,61.8,2,3,1
11/22/2016,Nevada-Las Vegas,-6.34,Northern Arizona,-6.84,0,1,73.0,68.66666666666667,1,2,70.8,76.0,4,1,0
11/22/2016,Florida National University,0.0,North Florida,-1.09,1,0,0,0,0,0,75.25,82.0,3,1,1
11/22/2016,Wyoming,1.97,Pacific,-5.0,1,0,79.33333333333333,62.666666666666664,0,3,73.66666666666667,83.0,2,1,1
11/22/2016,Oregon,14.06,Tennessee,1.5,0,0,69.25,65.5,2,2,78.0,83.33333333333333,2,1,0
11/22/2016,Pepperdine,-11.29,Arkansas-Little Rock,0.09,0,0,77.0,75.75,1,3,80.5,64.0,1,3,0
11/22/2016,Notre Dame,8.79,Northwestern,6.03,0,0,88.25,61.0,0,4,81.25,65.75,1,3,0
11/22/2016,Louisiana State-Alexandria,0.0,Northwestern State,-3.34,1,0,0,0,0,0,65.66666666666667,85.33333333333333,2,1,1
11/22/2016,Radford,-4.91,Mercer,2.59,1,0,63.666666666666664,79.0,2,1,73.66666666666667,65.33333333333333,1,2,1
11/22/2016,McNeese State,-8.59,Memphis,3.28,1,0,78.66666666666667,89.0,2,1,87.0,71.66666666666667,0,3,1
11/22/2016,Toledo,3.39,Middle Tennessee,11.71,1,0,87.0,84.33333333333333,1,2,84.0,73.0,1,2,1
11/22/2016,Stony Brook,0.35,Maryland,6.34,1,0,70.5,77.5,2,0,75.5,60.5,0,4,1
11/22/2016,IUPUI,-0.53,Marquette,7.52,1,0,78.0,75.0,2,2,78.0,69.25,2,2,1
11/22/2016,Cornell,-5.66,Monmouth,8.03,1,0,71.25,74.75,3,1,65.66666666666667,68.66666666666667,2,1,1
11/22/2016,Buena Vista,0.0,Nebraska-Omaha,0.38,1,0,0,0,0,0,75.25,80.75,3,1,1
11/22/2016,Arkansas,5.79,Minnesota,6.18,1,0,84.33333333333333,71.66666666666667,0,3,85.5,70.75,0,4,1
11/22/2016,Massachusetts-Lowell,-2.84,Mississippi Valley State,-13.5,0,0,79.8,88.8,4,1,61.25,98.5,4,0,0
11/22/2016,Auburn,0.84,Texas Tech,6.25,0,0,83.66666666666667,65.0,0,3,84.33333333333333,60.333333333333336,0,3,0
11/22/2016,Oregon State,-9.38,Tulsa,-2.84,1,0,67.0,67.0,2,2,67.66666666666667,77.33333333333333,2,1,1
11/22/2016,UC-Santa Barbara,-10.21,Southern Methodist,14.71,1,0,64.33333333333333,75.33333333333333,3,0,73.25,62.75,1,3,1
11/22/2016,South Carolina State,-10.29,Syracuse,5.31,1,0,60.666666666666664,84.33333333333333,2,1,81.33333333333333,50.333333333333336,0,3,1
11/22/2016,Utah State,2.78,Purdue,12.97,0,0,86.5,61.0,0,4,83.0,66.66666666666667,1,2,1
11/22/2016,Western Kentucky,-2.91,North Carolina A&T,-11.84,0,1,74.0,74.33333333333333,1,2,57.666666666666664,56.666666666666664,2,1,0
11/22/2016,Long Beach State,-3.44,Washington,-4.68,1,0,70.0,89.2,4,1,95.33333333333333,81.33333333333333,1,2,1
11/22/2016,Westminster,0.0,Youngstown State,-5.38,1,0,0,0,0,0,79.0,83.8,3,2,1
11/22/2016,Virginia,10.97,Grambling,-1.55,0,1,70.0,40.333333333333336,0,3,56.666666666666664,66.0,2,1,0
11/22/2016,Richmond,2.59,Hampton,-1.8,0,1,71.33333333333333,67.33333333333333,1,2,64.33333333333333,75.0,2,1,0
11/22/2016,Presbyterian,-13.63,Virginia Military Institute,-9.63,0,1,58.0,73.66666666666667,2,1,73.0,69.0,2,1,0
11/22/2016,San Jose State,-1.67,Saint Mary's (CA),15.5,1,0,81.33333333333333,74.33333333333333,2,1,84.0,64.0,0,3,1
11/22/2016,Pittsburgh,-1.82,Yale,4.24,0,1,84.25,80.25,1,3,75.0,77.66666666666667,1,2,0
11/22/2016,Jarvis Christian,0.0,Prairie View,-4.33,1,0,0,0,0,0,68.25,83.75,3,1,1
11/22/2016,Southern,-1.18,Tennessee Tech,-0.72,0,1,70.66666666666667,81.66666666666667,3,0,73.75,73.75,3,1,0
11/22/2016,New Orleans,3.77,Southern California,5.52,1,0,81.0,87.0,2,1,74.0,65.33333333333333,0,3,1
11/22/2016,Bethune-Cookman,-6.72,San Diego,-5.97,1,0,70.75,78.25,2,2,68.25,78.0,3,1,1
11/22/2016,Southeast Missouri State,-0.12,Texas-Rio Grande Valley,-5.0,0,1,75.0,72.5,2,2,73.5,92.75,4,0,0
11/22/2016,Central Connecticut State,-9.83,Pennsylvania,0.86,0,1,67.66666666666667,71.33333333333333,2,1,64.5,62.0,1,1,1
11/22/2016,Central Michigan,0.59,St. Bonaventure,4.47,0,0,99.5,65.5,0,4,74.33333333333333,74.33333333333333,2,1,1
11/22/2016,Bryant,-3.28,Louisiana-Monroe,-3.06,0,0,74.75,85.0,3,1,75.0,78.25,3,1,0
11/22/2016,Cal State Bakersfield,8.16,Fresno State,3.69,0,1,79.66666666666667,67.33333333333333,1,2,76.66666666666667,71.33333333333333,1,2,0
11/22/2016,Chaminade,0.0,Connecticut,0.94,0,0,61.0,104.0,1,0,68.5,72.75,3,1,1
11/22/2016,Florida A&M,-7.07,East Carolina,-1.82,1,0,82.25,81.0,2,2,67.5,58.5,1,3,1
11/22/2016,Colorado,3.58,Texas,-1.76,0,0,82.25,66.75,1,3,75.25,65.25,1,3,0
11/22/2016,Idaho State,-10.39,Eastern Kentucky,-4.29,0,0,64.66666666666667,82.66666666666667,3,0,75.25,85.0,3,1,1
11/22/2016,Charlotte,-3.73,South Carolina Upstate,2.16,0,1,92.33333333333333,82.33333333333333,0,3,71.75,80.25,2,2,1
11/22/2016,East-West,0.0,Chicago State,-13.19,1,0,0,0,0,0,75.66666666666667,88.33333333333333,2,1,1
11/22/2016,Akron,6.91,Georgia Southern,3.03,0,1,80.66666666666667,64.33333333333333,1,2,79.33333333333333,68.0,2,1,0
11/22/2016,Wagner,2.47,American,-6.8,1,0,69.0,71.66666666666667,2,1,57.0,70.0,3,0,0
11/22/2016,Blue Mountain College,0.0,Alcorn State,1.44,1,0,56.0,81.0,1,1,65.33333333333333,66.33333333333333,2,1,1
11/22/2016,Abilene Christian,-2.21,Charleston Southern,-1.26,0,1,69.0,58.0,0,2,78.0,73.33333333333333,2,1,1
11/22/2016,Air Force,-2.0,Stetson,-5.72,0,1,91.5,65.75,0,4,80.5,79.5,2,2,0
11/22/2016,Western New England,0.0,Boston University,2.34,1,0,0,0,0,0,82.5,74.25,1,3,1
11/22/2016,Boston College,-5.88,Towson,4.97,0,1,76.0,70.33333333333333,1,2,70.33333333333333,68.0,1,2,0
11/22/2016,Bradley,-5.15,Wofford,3.45,0,0,73.25,72.0,2,2,81.66666666666667,76.0,2,1,0
11/22/2016,Arkansas State,4.22,Southern Illinois-Edwardsville,-7.93,0,1,75.4,65.8,1,4,71.75,80.75,2,2,0
11/22/2016,Ave Maria,0.0,Binghamton,-2.97,0,1,0,0,0,0,60.75,72.5,2,2,1
11/22/2016,South Dakota,4.18,Houston,9.25,0,0,83.2,65.8,0,5,90.0,60.0,0,3,1
11/22/2016,Hofstra,0.59,Vermont,11.97,0,0,80.0,83.0,2,2,73.4,60.2,1,4,1
11/22/2016,Ecclesia,0.0,Houston Baptist,2.07,1,0,47.0,83.0,1,0,81.33333333333333,80.66666666666667,2,1,1
11/22/2016,Harvard,6.07,Holy Cross,-1.75,0,1,74.0,65.5,1,1,51.666666666666664,79.66666666666667,3,0,1
11/22/2016,Hawaii-Hilo,0.0,Hawaii,-0.2,1,0,0,0,0,0,68.5,70.75,2,2,1
11/22/2016,IPFW,8.87,Indiana,7.03,0,1,87.75,77.0,2,2,96.66666666666667,75.0,0,3,0
11/22/2016,Alabama State,-8.48,Kennesaw State,-1.72,1,0,61.333333333333336,88.0,3,0,77.75,83.25,3,1,1
11/22/2016,Lamar,6.03,Texas-San Antonio,-3.42,0,1,72.33333333333333,63.333333333333336,1,2,69.25,71.5,3,1,0
11/22/2016,Dalton State,0.0,Jacksonville State,2.09,1,0,0,0,0,0,69.0,79.25,3,1,1
11/22/2016,Kansas State,4.79,Robert Morris,-3.42,0,1,84.0,63.333333333333336,0,3,63.25,75.25,4,0,0
11/22/2016,Furman,8.13,North Carolina-Asheville,9.28,0,1,83.75,71.0,2,2,69.0,69.25,2,2,1
11/22/2016,Kent State,4.6,George Mason,2.94,0,0,90.0,68.0,1,3,70.75,75.75,3,1,1
11/22/2016,Toccoa Falls,0.0,Gardner-Webb,6.88,1,0,76.0,135.0,1,0,71.5,81.25,3,1,1
11/22/2016,Eastern Washington,3.42,Seattle,-1.67,0,1,68.75,73.75,2,2,65.25,74.75,2,2,0
11/22/2016,Florida Atlantic,-3.77,South Florida,-9.67,0,1,71.5,66.5,3,1,71.66666666666667,70.66666666666667,1,2,0
11/22/2016,Georgia,1.55,Kansas,10.34,0,0,72.25,67.75,1,3,86.25,76.5,1,3,1
11/22/2016,Georgia Tech,0.22,Sam Houston State,3.0,0,1,69.33333333333333,61.333333333333336,1,2,87.0,76.75,1,3,0
11/22/2016,Alabama-Birmingham,1.61,George Washington,0.42,0,0,74.25,71.0,2,2,71.5,67.0,1,3,0
11/22/2016,Georgetown,1.88,Wisconsin,10.53,0,0,79.25,68.75,2,2,72.25,59.75,1,3,1
11/23/2016,Georgetown,1.88,Oklahoma State,7.5,0,0,74.8,69.6,3,2,98.8,84.8,1,4,1
11/23/2016,Old Dominion,3.29,Louisville,11.69,0,0,63.0,58.0,0,2,85.66666666666667,53.666666666666664,0,3,1
11/23/2016,Cal Poly,-5.16,Northern Illinois,1.53,1,0,71.5,72.25,2,2,81.0,66.5,1,3,0
11/23/2016,Ohio State,3.03,Jackson State,-2.38,0,1,71.25,59.0,0,4,68.25,73.25,3,1,0
11/23/2016,Penn State,-1.0,Colgate,-4.0,0,1,73.2,77.2,3,2,63.333333333333336,73.33333333333333,2,1,0
11/23/2016,Auburn,0.84,Purdue,12.97,0,0,79.5,65.0,0,4,83.5,66.0,1,3,1
11/23/2016,Rice,6.06,Delaware State,-6.66,0,1,86.25,76.5,1,3,78.5,75.75,3,1,0
11/23/2016,St. Bonaventure,4.47,Pepperdine,-11.29,0,0,81.25,73.5,2,2,74.8,73.6,1,4,0
11/23/2016,Navy,0.72,Maryland-Baltimore County,4.27,0,1,64.4,66.4,4,1,88.0,71.75,0,4,0
11/23/2016,Oakland,8.72,Nevada,9.03,0,0,91.0,67.0,0,4,79.0,69.75,1,3,1
11/23/2016,Fairfield,-0.77,Loyola (MD),-2.58,1,0,78.0,63.0,0,3,62.0,69.75,3,1,1
11/23/2016,Louisiana State,-8.16,Wichita State,19.62,0,0,82.33333333333333,66.66666666666667,0,3,93.25,56.5,0,4,1
11/23/2016,Oklahoma Baptist,0.0,Louisiana Tech,10.73,1,0,0,0,0,0,72.33333333333333,68.66666666666667,2,1,1
11/23/2016,Wisconsin,10.53,North Carolina,14.29,0,0,72.4,59.2,1,4,96.5,67.16666666666667,0,6,1
11/23/2016,Drexel,-3.47,Niagara,-3.97,1,0,75.25,75.0,2,2,72.0,81.0,4,0,1
11/23/2016,New Hampshire,5.03,Detroit Mercy,-7.84,0,1,60.0,68.75,2,2,79.25,91.25,3,1,0
11/23/2016,Texas-El Paso,0.47,Southeastern Louisiana,2.69,0,1,77.0,73.25,2,2,83.5,68.75,1,3,1
11/23/2016,Utah State,2.78,Texas Tech,6.25,0,0,82.0,65.8,1,4,79.5,62.0,1,3,1
11/23/2016,Mount St. Mary's,-0.26,Texas-Arlington,8.3,1,0,62.2,77.8,4,1,76.6,77.8,3,2,1
11/23/2016,Michigan State,3.36,St. John's (NY),-1.94,0,0,72.25,66.0,2,2,87.66666666666667,68.66666666666667,1,2,0
11/23/2016,Jarvis Christian,0.0,Texas A&M-Corpus Christi,2.68,1,0,69.0,84.0,1,0,94.0,80.33333333333333,0,3,1
11/23/2016,Wake Forest,4.75,Coastal Carolina,-0.7,0,1,86.4,74.2,1,4,70.8,69.8,3,2,0
11/23/2016,Crown College,0.0,Western Illinois,-4.96,1,0,48.0,98.0,1,0,71.25,69.25,3,1,1
11/23/2016,Baylor,10.0,Virginia Commonwealth,8.26,0,0,74.33333333333333,60.666666666666664,0,3,75.0,55.333333333333336,0,3,0
11/23/2016,Villanova,14.88,College of Charleston,4.79,0,1,81.2,64.6,0,5,62.6,63.4,2,3,0
11/23/2016,Troy,6.78,San Francisco,4.66,1,0,80.75,72.0,2,2,78.5,71.5,0,2,1
11/23/2016,Siena,0.24,Arkansas-Pine Bluff,-10.72,0,1,77.25,83.25,3,1,66.0,67.75,3,1,0
11/23/2016,Longwood,-13.0,Saint Francis (PA),1.56,1,0,68.33333333333333,73.33333333333333,2,1,92.0,80.0,2,1,1
11/23/2016,Rutgers,-1.58,North Texas,-6.1,0,1,79.25,61.75,0,4,63.333333333333336,76.66666666666667,2,1,0
11/23/2016,Southern Utah,-7.73,Ball State,3.58,0,0,79.25,85.5,3,1,74.25,74.5,2,2,1
11/23/2016,Hofstra,0.59,South Dakota,4.18,0,0,78.6,83.8,3,2,79.0,69.0,1,5,0
11/23/2016,South Carolina,7.59,Michigan,9.26,0,1,82.0,61.0,0,4,77.0,59.5,0,4,0
11/23/2016,Army,-0.5,Columbia,-0.89,1,0,75.25,71.25,3,1,74.66666666666667,76.33333333333333,1,2,0
11/23/2016,Oregon,14.06,Connecticut,0.94,0,0,69.2,65.4,2,3,73.4,74.6,3,2,0
11/23/2016,Cincinnati,13.65,Samford,3.09,0,1,75.0,58.0,1,3,65.66666666666667,58.666666666666664,1,2,0
11/23/2016,Maryland-Eastern Shore,-4.68,Colorado State,5.15,1,0,70.0,85.25,4,0,65.66666666666667,64.0,1,2,1
11/23/2016,Utah Valley,3.58,Denver,1.13,1,0,79.0,72.33333333333333,1,2,79.0,80.5,1,1,0
11/23/2016,Duke,10.83,William & Mary,3.97,0,1,83.6,64.0,1,4,81.0,64.66666666666667,1,2,0
11/23/2016,Tennessee-Martin,2.0,Duquesne,-3.75,1,0,84.6,74.6,1,4,72.8,77.6,3,2,0
11/23/2016,Missouri State,3.82,DePaul,-5.69,1,0,95.66666666666667,51.333333333333336,0,3,71.33333333333333,65.66666666666667,1,2,1
11/23/2016,Arizona State,-3.09,Citadel,-4.76,0,1,77.4,73.0,2,3,102.4,99.4,2,3,0
11/23/2016,Valparaiso,6.75,Brigham Young,7.09,0,0,73.6,66.8,1,4,87.75,64.75,0,4,0
11/23/2016,Saint Louis,-7.94,Alabama,4.15,0,0,72.0,80.5,2,2,69.75,64.25,2,2,1
11/23/2016,Alaska-Anchorage,0.0,Buffalo,3.47,0,1,0,0,0,0,71.33333333333333,63.333333333333336,1,2,1
11/23/2016,Morgan State,-3.2,Brown,-2.1,1,0,73.5,77.5,2,2,74.0,81.8,4,1,1
11/23/2016,Arkansas-Little Rock,0.09,Central Michigan,0.59,0,0,77.4,64.4,2,3,93.8,72.8,1,4,0
11/23/2016,Chaminade,0.0,Tennessee,1.5,0,0,71.5,98.5,2,0,74.75,79.75,3,1,1
11/23/2016,Tennessee State,3.4,Canisius,0.82,1,0,72.5,63.25,0,4,70.0,77.25,3,1,0
11/23/2016,Louisiana-Lafayette,5.64,James Madison,-3.18,1,0,89.25,74.75,2,2,63.5,75.75,4,0,0
11/23/2016,Wofford,3.45,Kent State,4.6,0,0,76.75,74.5,3,1,87.0,70.2,2,3,1
11/23/2016,Trinity Baptist,0.0,Jacksonville,2.56,1,0,57.5,98.0,2,0,75.0,74.0,2,3,1
11/23/2016,Houston,9.25,Vermont,11.97,0,0,88.75,59.5,0,4,75.66666666666667,62.333333333333336,1,5,0
11/23/2016,NJIT,-2.23,Idaho State,-10.39,0,0,78.8,71.4,3,2,69.0,84.75,4,0,0
11/23/2016,Mississippi Valley State,-13.5,Liberty,3.31,1,0,63.2,94.0,5,0,68.0,70.25,2,2,1
11/23/2016,Lafayette,-9.57,Princeton,10.62,0,1,67.0,77.5,2,2,70.0,79.0,2,0,1
11/23/2016,Kentucky,14.35,Cleveland State,-4.48,0,1,85.5,60.0,0,4,71.66666666666667,76.0,2,1,0
11/23/2016,Elon,3.47,Illinois-Chicago,-0.15,0,0,90.0,76.33333333333333,1,2,89.33333333333333,75.33333333333333,1,2,0
11/23/2016,Florida Gulf Coast,10.64,Binghamton,-2.97,0,1,73.25,77.75,3,1,67.6,73.4,2,3,0
11/23/2016,Georgia State,4.56,Eastern Kentucky,-4.29,0,0,76.5,67.25,2,2,78.4,84.4,3,2,0
11/23/2016,Madonna,0.0,Eastern Michigan,4.76,1,0,0,0,0,0,75.8,79.6,3,2,1
11/23/2016,Ave Maria,0.0,Florida International,-3.35,1,0,77.0,95.0,1,0,71.0,72.8,4,1,1
11/23/2016,Hartford,-10.28,Appalachian State,-2.37,0,1,70.75,81.0,3,1,95.66666666666667,80.0,2,1,1
11/23/2016,Bradley,-5.15,George Mason,2.94,0,0,72.6,70.0,2,3,72.4,75.6,3,2,1
11/23/2016,Rider,-0.06,Fordham,-2.41,1,0,72.0,64.66666666666667,1,2,75.2,67.2,1,4,1
11/24/2016,Northern Colorado,-3.17,Sacred Heart,-3.44,0,0,68.25,80.25,3,1,73.0,87.5,3,1,0
11/24/2016,UCLA,15.03,Portland,-5.09,0,0,105.75,78.0,0,4,82.66666666666667,57.666666666666664,0,3,0
11/24/2016,Vanderbilt,3.12,Butler,7.9,0,0,74.5,72.0,2,2,84.0,58.75,0,4,1
11/24/2016,Gonzaga,23.42,Quinnipiac,-6.65,0,0,90.0,62.333333333333336,0,3,74.0,90.0,2,0,0
11/24/2016,Dayton,9.94,Nebraska,-3.1,0,0,76.66666666666667,67.0,1,2,72.66666666666667,51.0,0,3,1
11/24/2016,Old Dominion,3.29,Louisiana State,-8.16,0,0,62.666666666666664,61.333333333333336,1,2,73.5,70.5,1,3,1
11/24/2016,West Virginia,15.65,Illinois,1.91,0,0,98.0,55.333333333333336,0,3,88.2,68.8,1,4,0
11/24/2016,UC-Davis,1.56,Weber State,6.63,0,0,77.2,71.8,1,4,81.66666666666667,67.0,2,1,1
11/24/2016,Louisville,11.69,Wichita State,19.62,0,0,81.25,55.75,0,4,91.0,54.6,0,5,0
11/24/2016,Virginia Commonwealth,8.26,St. John's (NY),-1.94,0,0,72.0,59.25,1,3,81.25,69.75,2,2,0
11/24/2016,New Mexico,0.97,Virginia Tech,4.84,0,0,82.66666666666667,69.33333333333333,0,3,89.0,70.66666666666667,0,3,1
11/24/2016,Bucknell,8.74,Norfolk State,-1.42,0,0,72.0,75.6,2,3,70.0,71.4,3,2,0
11/24/2016,Texas A&M,2.39,Cal State Northridge,-3.3,0,0,70.33333333333333,54.0,1,2,84.0,88.0,2,2,0
