Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
2/20/2016,South Carolina,Home,73,Florida,69,Away,,Win,4,7.00,4.85,Division 1
2/20/2016,Florida,Away,69,South Carolina,73,Home,,Loss,-4,4.85,7.00,Division 1
2/20/2016,Western Illinois,Home,67,South Dakota State,87,Away,,Loss,-20,-0.37,8.48,Division 1
2/20/2016,South Dakota State,Away,87,Western Illinois,67,Home,,Win,20,8.48,-0.37,Division 1
2/20/2016,Western Kentucky,Home,59,Charlotte,54,Away,,Win,5,1.00,-1.42,Division 1
2/20/2016,Charlotte,Away,54,Western Kentucky,59,Home,,Loss,-5,-1.42,1.00,Division 1
2/20/2016,West Virginia,Home,62,Oklahoma,76,Away,,Loss,-14,12.66,10.39,Division 1
2/20/2016,Stanford,Away,53,Washington,64,Home,,Loss,-11,-0.77,3.59,Division 1
2/20/2016,Virginia Tech,Home,83,Florida State,73,Away,,Win,10,2.42,4.48,Division 1
2/20/2016,Oklahoma,Away,76,West Virginia,62,Home,,Win,14,10.39,12.66,Division 1
2/20/2016,Washington,Home,64,Stanford,53,Away,,Win,11,3.59,-0.77,Division 1
2/20/2016,Central Michigan,Away,85,Western Michigan,92,Home,,Loss,-7,3.45,-0.33,Division 1
2/20/2016,Wofford,Home,77,Furman,73,Away,,Win,4,0.03,4.88,Division 1
2/20/2016,Furman,Away,73,Wofford,77,Home,,Loss,-4,4.88,0.03,Division 1
2/20/2016,Wright State,Home,67,Northern Kentucky,64,Away,,Win,3,2.74,-3.90,Division 1
2/20/2016,Northern Kentucky,Away,64,Wright State,67,Home,,Loss,-3,-3.90,2.74,Division 1
2/20/2016,Winthrop,Home,81,North Carolina-Asheville,80,Away,,Win,1,6.31,8.15,Division 1
2/20/2016,Drexel,Away,74,William & Mary,69,Home,,Win,5,-7.26,5.77,Division 1
2/20/2016,Western Michigan,Home,92,Central Michigan,85,Away,,Win,7,-0.33,3.45,Division 1
2/20/2016,North Carolina-Asheville,Away,80,Winthrop,81,Home,,Loss,-1,8.15,6.31,Division 1
2/20/2016,William & Mary,Home,69,Drexel,74,Away,,Loss,-5,5.77,-7.26,Division 1
2/20/2016,Louisiana-Lafayette,Away,57,Texas State,61,Home,,Loss,-4,6.42,1.71,Division 1
2/20/2016,Texas-San Antonio,Home,74,Southern Mississippi,53,Away,,Win,21,-11.72,-6.17,Division 1
2/20/2016,Elon,Away,56,Towson,67,Home,,Loss,-11,0.50,4.66,Division 1
2/20/2016,Texas State,Home,61,Louisiana-Lafayette,57,Away,,Win,4,1.71,6.42,Division 1
2/20/2016,Southern Mississippi,Away,53,Texas-San Antonio,74,Home,,Loss,-21,-6.17,-11.72,Division 1
2/20/2016,Texas-El Paso,Home,91,Louisiana Tech,80,Away,,Win,11,2.52,7.31,Division 1
2/20/2016,Louisiana Tech,Away,80,Texas-El Paso,91,Home,,Loss,-11,7.31,2.52,Division 1
2/20/2016,Texas-Rio Grande Valley,Home,57,Cal State Bakersfield,70,Away,,Loss,-13,-11.23,9.84,Division 1
2/20/2016,Cal State Bakersfield,Away,70,Texas-Rio Grande Valley,57,Home,,Win,13,9.84,-11.23,Division 1
2/20/2016,Towson,Home,67,Elon,56,Away,,Win,11,4.66,0.50,Division 1
2/20/2016,Butler,Away,67,Villanova,77,Home,,Loss,-10,9.42,13.26,Division 1
2/20/2016,Vanderbilt,Home,80,Georgia,67,Away,,Win,13,9.15,0.94,Division 1
2/20/2016,Florida State,Away,73,Virginia Tech,83,Home,,Loss,-10,4.48,2.42,Division 1
2/20/2016,Villanova,Home,77,Butler,67,Away,,Win,10,13.26,9.42,Division 1
2/20/2016,Georgia,Away,67,Vanderbilt,80,Home,,Loss,-13,0.94,9.15,Division 1
2/20/2016,UCLA,Home,77,Colorado,53,Away,,Win,24,0.78,5.33,Division 1
2/20/2016,Colorado,Away,53,UCLA,77,Home,,Loss,-24,5.33,0.78,Division 1
2/20/2016,Utah Valley,Home,79,Missouri-Kansas City,70,Away,,Win,9,-2.67,-2.84,Division 1
2/20/2016,Missouri-Kansas City,Away,70,Utah Valley,79,Home,,Loss,-9,-2.84,-2.67,Division 1
2/20/2016,Marquette,Away,73,DePaul,60,Home,,Win,13,2.09,-7.52,Division 1
2/20/2016,Eastern Michigan,Home,91,Toledo,85,Away,,Win,6,2.29,5.88,Division 1
2/20/2016,DePaul,Home,60,Marquette,73,Away,,Loss,-13,-7.52,2.09,Division 1
2/20/2016,Delaware State,Home,67,Norfolk State,64,Away,,Win,3,-11.13,0.97,Division 1
2/20/2016,Norfolk State,Away,64,Delaware State,67,Home,,Loss,-3,0.97,-11.13,Division 1
2/20/2016,Toledo,Away,85,Eastern Michigan,91,Home,,Loss,-6,5.88,2.29,Division 1
2/20/2016,Sacred Heart,Away,91,Fairleigh Dickinson,86,Home,,Win,5,-3.97,-0.34,Division 1
2/20/2016,Bethune-Cookman,Away,55,Florida A&M,54,Home,,Win,1,-2.24,-9.14,Division 1
2/20/2016,Fairleigh Dickinson,Home,86,Sacred Heart,91,Away,,Loss,-5,-0.34,-3.97,Division 1
2/20/2016,Evansville,Home,83,Southern Illinois,71,Away,,Win,12,8.97,4.09,Division 1
2/20/2016,Southern Illinois,Away,71,Evansville,83,Home,,Loss,-12,4.09,8.97,Division 1
2/20/2016,St. Bonaventure,Away,79,Dayton,72,Home,,Win,7,4.97,7.38,Division 1
2/20/2016,Wyoming,Away,84,Colorado State,66,Home,,Win,18,-0.58,2.18,Division 1
2/20/2016,Columbia,Home,73,Dartmouth,54,Away,,Win,19,6.97,0.11,Division 1
2/20/2016,Colorado State,Home,66,Wyoming,84,Away,,Loss,-18,2.18,-0.58,Division 1
2/20/2016,College of Charleston,Home,55,North Carolina-Wilmington,59,Away,,Loss,-4,3.45,7.78,Division 1
2/20/2016,North Carolina-Wilmington,Away,59,College of Charleston,55,Home,,Win,4,7.78,3.45,Division 1
2/20/2016,Dartmouth,Away,54,Columbia,73,Home,,Loss,-19,0.11,6.97,Division 1
2/20/2016,Saint Joseph's,Away,93,Davidson,99,Home,,Loss,-6,7.68,1.31,Division 1
2/20/2016,Dayton,Home,72,St. Bonaventure,79,Away,,Loss,-7,7.38,4.97,Division 1
2/20/2016,Davidson,Home,99,Saint Joseph's,93,Away,,Win,6,1.31,7.68,Division 1
2/20/2016,Cornell,Home,74,Harvard,76,Away,,Loss,-2,-7.18,0.53,Division 1
2/20/2016,Harvard,Away,76,Cornell,74,Home,,Win,2,0.53,-7.18,Division 1
2/20/2016,Florida A&M,Home,54,Bethune-Cookman,55,Away,,Loss,-1,-9.14,-2.24,Division 1
2/20/2016,Saint Mary's (CA),Away,63,Gonzaga,58,Home,,Win,5,13.94,13.45,Division 1
2/20/2016,Grambling,Home,58,Jackson State,61,Away,,Loss,-3,-6.00,3.21,Division 1
2/20/2016,Gonzaga,Home,58,Saint Mary's (CA),63,Away,,Loss,-5,13.45,13.94,Division 1
2/20/2016,Georgia Tech,Home,63,Notre Dame,62,Away,,Win,1,2.12,5.13,Division 1
2/20/2016,Notre Dame,Away,62,Georgia Tech,63,Home,,Loss,-1,5.13,2.12,Division 1
2/20/2016,Jackson State,Away,61,Grambling,58,Home,,Win,3,3.21,-6.00,Division 1
2/20/2016,Youngstown State,Away,90,Green Bay,107,Home,,Loss,-17,-7.66,4.57,Division 1
2/20/2016,Hartford,Home,63,New Hampshire,74,Away,,Loss,-11,-7.64,1.26,Division 1
2/20/2016,Green Bay,Home,107,Youngstown State,90,Away,,Win,17,4.57,-7.66,Division 1
2/20/2016,Chicago State,Away,52,Grand Canyon,67,Home,,Loss,-15,-10.56,8.16,Division 1
2/20/2016,Grand Canyon,Home,67,Chicago State,52,Away,,Win,15,8.16,-10.56,Division 1
2/20/2016,Georgia State,Home,69,Arkansas State,61,Away,,Win,8,0.70,-2.29,Division 1
2/20/2016,Utah State,Away,68,Fresno State,75,Home,,Loss,-7,1.84,5.06,Division 1
2/20/2016,Gardner-Webb,Home,81,Longwood,71,Away,,Win,10,0.76,-3.21,Division 1
2/20/2016,Fresno State,Home,75,Utah State,68,Away,,Win,7,5.06,1.84,Division 1
2/20/2016,Florida Gulf Coast,Home,68,Kennesaw State,63,Away,,Win,5,6.52,-5.16,Division 1
2/20/2016,Kennesaw State,Away,63,Florida Gulf Coast,68,Home,,Loss,-5,-5.16,6.52,Division 1
2/20/2016,Longwood,Away,71,Gardner-Webb,81,Home,,Loss,-10,-3.21,0.76,Division 1
2/20/2016,Georgia Southern,Home,61,Arkansas-Little Rock,75,Away,,Loss,-14,1.48,11.30,Division 1
2/20/2016,Arkansas State,Away,61,Georgia State,69,Home,,Loss,-8,-2.29,0.70,Division 1
2/20/2016,Arkansas-Little Rock,Away,75,Georgia Southern,61,Home,,Win,14,11.30,1.48,Division 1
2/20/2016,Georgetown,Home,70,Xavier,88,Away,,Loss,-18,1.79,10.21,Division 1
2/20/2016,Xavier,Away,88,Georgetown,70,Home,,Win,18,10.21,1.79,Division 1
2/20/2016,Western Carolina,Away,102,Citadel,97,Home,,Win,5,-0.18,-6.53,Division 1
2/20/2016,Mississippi,Away,69,Auburn,59,Home,,Win,10,3.09,-7.39,Division 1
2/20/2016,Austin Peay,Home,60,Murray State,74,Away,,Loss,-14,0.09,3.77,Division 1
2/20/2016,Auburn,Home,59,Mississippi,69,Away,,Loss,-10,-7.39,3.09,Division 1
2/20/2016,Arkansas-Pine Bluff,Home,55,Prairie View,57,Away,,Loss,-2,-13.79,-10.61,Division 1
2/20/2016,Prairie View,Away,57,Arkansas-Pine Bluff,55,Home,,Win,2,-10.61,-13.79,Division 1
2/20/2016,Murray State,Away,74,Austin Peay,60,Home,,Win,14,3.77,0.09,Division 1
2/20/2016,Massachusetts-Lowell,Away,77,Binghamton,81,Home,,Loss,-4,-6.21,-7.73,Division 1
2/20/2016,Bradley,Home,73,Drake,70,Away,,Win,3,-13.91,-4.66,Division 1
2/20/2016,Binghamton,Home,81,Massachusetts-Lowell,77,Away,,Win,4,-7.73,-6.21,Division 1
2/20/2016,Belmont,Home,95,Tennessee Tech,86,Away,,Win,9,4.42,3.07,Division 1
2/20/2016,Tennessee Tech,Away,86,Belmont,95,Home,,Loss,-9,3.07,4.42,Division 1
2/20/2016,Missouri,Away,72,Arkansas,84,Home,,Loss,-12,-4.39,3.47,Division 1
2/20/2016,Mississippi State,Away,67,Alabama,61,Home,,Win,6,1.78,-0.76,Division 1
2/20/2016,Alabama A&M,Home,58,Alcorn State,62,Away,,Loss,-4,-2.28,-5.00,Division 1
2/20/2016,Alabama,Home,61,Mississippi State,67,Away,,Loss,-6,-0.76,1.78,Division 1
2/20/2016,Air Force,Home,76,New Mexico,72,Away,,Win,4,-4.41,2.63,Division 1
2/20/2016,New Mexico,Away,72,Air Force,76,Home,,Loss,-4,2.63,-4.41,Division 1
2/20/2016,Alcorn State,Away,62,Alabama A&M,58,Home,,Win,4,-5.00,-2.28,Division 1
2/20/2016,Troy,Away,74,Appalachian State,78,Home,,Loss,-4,-6.00,-6.81,Division 1
2/20/2016,Arkansas,Home,84,Missouri,72,Away,,Win,12,3.47,-4.39,Division 1
2/20/2016,Appalachian State,Home,78,Troy,74,Away,,Win,4,-6.81,-6.00,Division 1
2/20/2016,Alabama State,Home,77,Southern,68,Away,,Win,9,-2.94,3.82,Division 1
2/20/2016,Southern,Away,68,Alabama State,77,Home,,Loss,-9,3.82,-2.94,Division 1
2/20/2016,Drake,Away,70,Bradley,73,Home,,Loss,-3,-4.66,-13.91,Division 1
2/20/2016,Wagner,Away,83,Central Connecticut State,57,Home,,Win,26,6.53,-13.10,Division 1
2/20/2016,Campbell,Away,74,Charleston Southern,72,Home,,Win,2,0.13,-3.57,Division 1
2/20/2016,Central Connecticut State,Home,57,Wagner,83,Away,,Loss,-26,-13.10,6.53,Division 1
2/20/2016,Canisius,Home,81,Marist,66,Away,,Win,15,-1.85,-7.17,Division 1
2/20/2016,Marist,Away,66,Canisius,81,Home,,Loss,-15,-7.17,-1.85,Division 1
2/20/2016,Charleston Southern,Home,72,Campbell,74,Away,,Loss,-2,-3.57,0.13,Division 1
2/20/2016,Connecticut,Away,60,Cincinnati,65,Home,,Loss,-5,10.32,10.31,Division 1
2/20/2016,Citadel,Home,97,Western Carolina,102,Away,,Loss,-5,-6.53,-0.18,Division 1
2/20/2016,Cincinnati,Home,65,Connecticut,60,Away,,Win,5,10.31,10.32,Division 1
2/20/2016,Chattanooga,Home,64,North Carolina-Greensboro,79,Away,,Loss,-15,9.21,-0.75,Division 1
2/20/2016,North Carolina-Greensboro,Away,79,Chattanooga,64,Home,,Win,15,-0.75,9.21,Division 1
2/20/2016,UC-Santa Barbara,Home,62,UC-Davis,55,Away,,Win,7,4.00,-2.20,Division 1
2/20/2016,Mount St. Mary's,Away,71,Bryant,53,Home,,Win,18,-1.94,-11.06,Division 1
2/20/2016,Bowling Green State,Away,74,Buffalo,88,Home,,Loss,-14,-1.60,2.69,Division 1
2/20/2016,Bryant,Home,53,Mount St. Mary's,71,Away,,Loss,-18,-11.06,-1.94,Division 1
2/20/2016,Brigham Young,Home,91,San Diego,33,Away,,Win,58,11.39,-8.40,Division 1
2/20/2016,San Diego,Away,33,Brigham Young,91,Home,,Loss,-58,-8.40,11.39,Division 1
2/20/2016,Buffalo,Home,88,Bowling Green State,74,Away,,Win,14,2.69,-1.60,Division 1
2/20/2016,Hawaii,Away,75,UC-Irvine,71,Home,,Win,4,11.09,5.21,Division 1
2/20/2016,UC-Davis,Away,55,UC-Santa Barbara,62,Home,,Loss,-7,-2.20,4.00,Division 1
2/20/2016,UC-Irvine,Home,71,Hawaii,75,Away,,Loss,-4,5.21,11.09,Division 1
2/20/2016,Cal Poly,Home,71,Cal State Northridge,75,Away,,Loss,-4,-2.80,-3.93,Division 1
2/20/2016,Cal State Northridge,Away,75,Cal Poly,71,Home,,Win,4,-3.93,-2.80,Division 1
2/20/2016,Florida Atlantic,Away,62,North Texas,70,Home,,Loss,-8,-7.70,-3.72,Division 1
2/20/2016,North Texas,Home,70,Florida Atlantic,62,Away,,Win,8,-3.72,-7.70,Division 1
2/20/2016,South Carolina Upstate,Away,78,North Florida,81,Home,,Loss,-3,-5.63,5.76,Division 1
2/20/2016,North Dakota State,Home,63,IUPUI,59,Away,,Win,4,4.30,-5.66,Division 1
2/20/2016,North Florida,Home,81,South Carolina Upstate,78,Away,,Win,3,5.76,-5.63,Division 1
2/20/2016,Northern Arizona,Home,74,Weber State,77,Away,,Loss,-3,-12.80,9.88,Division 1
2/20/2016,New Orleans,Away,102,Northwestern State,99,Home,,Win,3,-2.53,-6.75,Division 1
2/20/2016,Northwestern State,Home,99,New Orleans,102,Away,,Loss,-3,-6.75,-2.53,Division 1
2/20/2016,Northern Iowa,Home,75,Illinois State,66,Away,,Win,9,5.09,1.42,Division 1
2/20/2016,Weber State,Away,77,Northern Arizona,74,Home,,Win,3,9.88,-12.80,Division 1
2/20/2016,Illinois State,Away,66,Northern Iowa,75,Home,,Loss,-9,1.42,5.09,Division 1
2/20/2016,IUPUI,Away,59,North Dakota State,63,Home,,Loss,-4,-5.66,4.30,Division 1
2/20/2016,Nicholls State,Home,53,Stephen F. Austin,88,Away,,Loss,-35,-8.82,17.56,Division 1
2/20/2016,Stephen F. Austin,Away,88,Nicholls State,53,Home,,Win,35,17.56,-8.82,Division 1
2/20/2016,Niagara,Home,59,Fairfield,71,Away,,Loss,-12,-7.55,-0.25,Division 1
2/20/2016,Seattle,Away,57,New Mexico State,70,Home,,Loss,-13,-1.73,8.52,Division 1
2/20/2016,Fairfield,Away,71,Niagara,59,Home,,Win,12,-0.25,-7.55,Division 1
2/20/2016,Miami (FL),Away,71,North Carolina,96,Home,,Loss,-25,8.81,12.76,Division 1
2/20/2016,North Dakota,Home,74,Northern Colorado,73,Away,,Win,1,3.47,-6.13,Division 1
2/20/2016,Northern Colorado,Away,73,North Dakota,74,Home,,Loss,-1,-6.13,3.47,Division 1
2/20/2016,North Carolina State,Home,77,Clemson,74,Away,,Win,3,0.79,5.16,Division 1
2/20/2016,North Carolina,Home,96,Miami (FL),71,Away,,Win,25,12.76,8.81,Division 1
2/20/2016,Clemson,Away,74,North Carolina State,77,Home,,Loss,-3,5.16,0.79,Division 1
2/20/2016,Miami (OH),Away,64,Ohio,76,Home,,Loss,-12,-5.26,3.85,Division 1
2/20/2016,High Point,Away,75,Radford,72,Home,,Win,3,7.65,0.58,Division 1
2/20/2016,Radford,Home,72,High Point,75,Away,,Loss,-3,0.58,7.65,Division 1
2/20/2016,Princeton,Home,77,Brown,66,Away,,Win,11,11.07,-4.11,Division 1
2/20/2016,Portland State,Home,107,Eastern Washington,91,Away,,Win,16,-0.03,5.00,Division 1
2/20/2016,Brown,Away,66,Princeton,77,Home,,Loss,-11,-4.11,11.07,Division 1
2/20/2016,Duquesne,Away,74,Rhode Island,77,Home,,Loss,-3,1.70,4.63,Division 1
2/20/2016,Robert Morris,Home,72,St. Francis (NY),82,Away,,Loss,-10,-5.78,-1.13,Division 1
2/20/2016,St. Francis (NY),Away,82,Robert Morris,72,Home,,Win,10,-1.13,-5.78,Division 1
2/20/2016,Rice,Home,86,Florida International,70,Away,,Win,16,-4.66,1.09,Division 1
2/20/2016,Rhode Island,Home,77,Duquesne,74,Away,,Win,3,4.63,1.70,Division 1
2/20/2016,Florida International,Away,70,Rice,86,Home,,Loss,-16,1.09,-4.66,Division 1
2/20/2016,Eastern Washington,Away,91,Portland State,107,Home,,Loss,-16,5.00,-0.03,Division 1
2/20/2016,Oregon,Home,91,Oregon State,81,Away,,Win,10,9.71,2.10,Division 1
2/20/2016,Oregon State,Away,81,Oregon,91,Home,,Loss,-10,2.10,9.71,Division 1
2/20/2016,Texas Tech,Away,71,Oklahoma State,61,Home,,Win,10,1.72,-0.63,Division 1
2/20/2016,Ohio,Home,76,Miami (OH),64,Away,,Win,12,3.85,-5.26,Division 1
2/20/2016,Oklahoma State,Home,61,Texas Tech,71,Away,,Loss,-10,-0.63,1.72,Division 1
2/20/2016,Pennsylvania,Home,58,Yale,79,Away,,Loss,-21,-3.64,12.04,Division 1
2/20/2016,Pacific,Away,67,Portland,80,Home,,Loss,-13,-2.18,-2.16,Division 1
2/20/2016,Portland,Home,80,Pacific,67,Away,,Win,13,-2.16,-2.18,Division 1
2/20/2016,Santa Clara,Away,76,Pepperdine,88,Home,,Loss,-12,-6.10,2.23,Division 1
2/20/2016,Yale,Away,79,Pennsylvania,58,Home,,Win,21,12.04,-3.64,Division 1
2/20/2016,Pepperdine,Home,88,Santa Clara,76,Away,,Win,12,2.23,-6.10,Division 1
2/20/2016,New Mexico State,Home,70,Seattle,57,Away,,Win,13,8.52,-1.73,Division 1
2/20/2016,Liberty,Home,73,Presbyterian,79,Away,,Loss,-6,-3.69,-5.35,Division 1
2/20/2016,Presbyterian,Away,79,Liberty,73,Home,,Win,6,-5.35,-3.69,Division 1
2/20/2016,Kansas State,Home,63,Kansas,72,Away,,Loss,-9,2.00,13.82,Division 1
2/20/2016,James Madison,Home,75,Delaware,50,Away,,Win,25,6.50,-9.47,Division 1
2/20/2016,Kansas,Away,72,Kansas State,63,Home,,Win,9,13.82,2.00,Division 1
2/20/2016,Cal State Fullerton,Away,57,Long Beach State,70,Home,,Loss,-13,-4.10,1.47,Division 1
2/20/2016,Loyola Marymount,Home,100,San Francisco,87,Away,,Win,13,-3.58,-1.10,Division 1
2/20/2016,San Francisco,Away,87,Loyola Marymount,100,Home,,Loss,-13,-1.10,-3.58,Division 1
2/20/2016,Louisville,Home,71,Duke,64,Away,,Win,7,13.84,9.39,Division 1
2/20/2016,Long Beach State,Home,70,Cal State Fullerton,57,Away,,Win,13,1.47,-4.10,Division 1
2/20/2016,Duke,Away,64,Louisville,71,Home,,Loss,-7,9.39,13.84,Division 1
2/20/2016,Delaware,Away,50,James Madison,75,Home,,Loss,-25,-9.47,6.50,Division 1
2/20/2016,Indiana,Home,77,Purdue,73,Away,,Win,4,12.88,13.15,Division 1
2/20/2016,Purdue,Away,73,Indiana,77,Home,,Loss,-4,13.15,12.88,Division 1
2/20/2016,Savannah State,Away,66,Howard,56,Home,,Win,10,-5.19,-3.64,Division 1
2/20/2016,New Hampshire,Away,74,Hartford,63,Home,,Win,11,1.26,-7.64,Division 1
2/20/2016,Howard,Home,56,Savannah State,66,Away,,Loss,-10,-3.64,-5.19,Division 1
2/20/2016,Iowa State,Home,92,Texas Christian,83,Away,,Win,9,6.94,-4.91,Division 1
2/20/2016,Jacksonville,Home,58,NJIT,73,Away,,Loss,-15,0.41,0.94,Division 1
2/20/2016,NJIT,Away,73,Jacksonville,58,Home,,Win,15,0.94,0.41,Division 1
2/20/2016,Nebraska-Omaha,Away,90,IPFW,94,Home,,Loss,-4,3.81,4.24,Division 1
2/20/2016,Texas Christian,Away,83,Iowa State,92,Home,,Loss,-9,-4.91,6.94,Division 1
2/20/2016,IPFW,Home,94,Nebraska-Omaha,90,Away,,Win,4,4.24,3.81,Division 1
2/20/2016,Marshall,Home,82,Old Dominion,65,Away,,Win,17,1.12,6.66,Division 1
2/20/2016,Morgan State,Home,59,North Carolina Central,73,Away,,Loss,-14,-4.19,-0.41,Division 1
2/20/2016,North Carolina Central,Away,73,Morgan State,59,Home,,Win,14,-0.41,-4.19,Division 1
2/20/2016,Montana State,Away,78,Montana,87,Home,,Loss,-9,-1.35,5.38,Division 1
2/20/2016,Texas Southern,Away,98,Mississippi Valley State,67,Home,,Win,31,2.66,-11.74,Division 1
2/20/2016,Montana,Home,87,Montana State,78,Away,,Win,9,5.38,-1.35,Division 1
2/20/2016,Army,Away,80,Navy,78,Home,,Win,2,2.47,2.88,Division 1
2/20/2016,Nevada,Away,91,Nevada-Las Vegas,102,Home,,Loss,-11,2.82,4.67,Division 1
2/20/2016,Nevada-Las Vegas,Home,102,Nevada,91,Away,,Win,11,4.67,2.82,Division 1
2/20/2016,Ohio State,Away,65,Nebraska,62,Home,,Win,3,2.42,3.26,Division 1
2/20/2016,Navy,Home,78,Army,80,Away,,Loss,-2,2.88,2.47,Division 1
2/20/2016,Nebraska,Home,62,Ohio State,65,Away,,Loss,-3,3.26,2.42,Division 1
2/20/2016,Mississippi Valley State,Home,67,Texas Southern,98,Away,,Loss,-31,-11.74,2.66,Division 1
2/20/2016,Maryland-Eastern Shore,Home,58,South Carolina State,62,Away,,Loss,-4,-6.91,0.12,Division 1
2/20/2016,South Carolina State,Away,62,Maryland-Eastern Shore,58,Home,,Win,4,0.12,-6.91,Division 1
2/20/2016,Vermont,Away,99,Maryland-Baltimore County,54,Home,,Win,45,4.50,-8.50,Division 1
2/20/2016,Old Dominion,Away,65,Marshall,82,Home,,Loss,-17,6.66,1.12,Division 1
2/20/2016,Maryland-Baltimore County,Home,54,Vermont,99,Away,,Loss,-45,-8.50,4.50,Division 1
2/20/2016,Lamar,Away,87,McNeese State,76,Home,,Win,11,-1.57,-7.52,Division 1
2/20/2016,Cleveland State,Away,54,Milwaukee,88,Home,,Loss,-34,-6.94,6.88,Division 1
2/20/2016,Milwaukee,Home,88,Cleveland State,54,Away,,Win,34,6.88,-6.94,Division 1
2/20/2016,Mercer,Home,74,East Tennessee State,77,Away,,Loss,-3,3.48,4.24,Division 1
2/20/2016,McNeese State,Home,76,Lamar,87,Away,,Loss,-11,-7.52,-1.57,Division 1
2/20/2016,East Tennessee State,Away,77,Mercer,74,Home,,Win,3,4.24,3.48,Division 1
2/21/2016,Oakland,Away,74,Illinois-Chicago,63,Home,,Win,11,7.41,-10.90,Division 1
2/21/2016,Indiana State,Home,51,Wichita State,84,Away,,Loss,-33,-1.63,13.97,Division 1
2/21/2016,Wichita State,Away,84,Indiana State,51,Home,,Win,33,13.97,-1.63,Division 1
2/21/2016,Houston,Home,66,Temple,69,Away,,Loss,-3,9.00,1.22,Division 1
2/21/2016,Temple,Away,69,Houston,66,Home,,Win,3,1.22,9.00,Division 1
2/21/2016,Illinois-Chicago,Home,63,Oakland,74,Away,,Loss,-11,-10.90,7.41,Division 1
2/21/2016,Lafayette,Away,61,Lehigh,73,Home,,Loss,-12,-9.00,1.81,Division 1
2/21/2016,Maryland,Home,86,Michigan,82,Away,,Win,4,9.79,6.82,Division 1
2/21/2016,Michigan,Away,82,Maryland,86,Home,,Loss,-4,6.82,9.79,Division 1
2/21/2016,George Mason,Away,64,Massachusetts,70,Home,,Loss,-6,-5.41,-2.31,Division 1
2/21/2016,Lehigh,Home,73,Lafayette,61,Away,,Win,12,1.81,-9.00,Division 1
2/21/2016,Maine,Home,56,Stony Brook,75,Away,,Loss,-19,-10.90,13.38,Division 1
2/21/2016,Stony Brook,Away,75,Maine,56,Home,,Win,19,13.38,-10.90,Division 1
2/21/2016,Holy Cross,Home,70,American,71,Away,,Loss,-1,-4.33,-8.10,Division 1
2/21/2016,Bucknell,Home,80,Boston University,59,Away,,Win,21,5.67,0.84,Division 1
2/21/2016,Central Florida,Home,67,Tulsa,75,Away,,Loss,-8,-3.10,4.32,Division 1
2/21/2016,Tulsa,Away,75,Central Florida,67,Home,,Win,8,4.32,-3.10,Division 1
2/21/2016,Abilene Christian,Home,91,Southeastern Louisiana,80,Away,,Win,11,-2.03,-4.56,Division 1
2/21/2016,Southeastern Louisiana,Away,80,Abilene Christian,91,Home,,Loss,-11,-4.56,-2.03,Division 1
2/21/2016,Boston University,Away,59,Bucknell,80,Home,,Loss,-21,0.84,5.67,Division 1
2/21/2016,Colgate,Home,93,Loyola (MD),90,Away,,Win,3,-1.73,-5.67,Division 1
2/21/2016,Hofstra,Home,65,Northeastern,60,Away,,Win,5,5.27,1.12,Division 1
2/21/2016,Northeastern,Away,60,Hofstra,65,Home,,Loss,-5,1.12,5.27,Division 1
2/21/2016,American,Away,71,Holy Cross,70,Home,,Win,1,-8.10,-4.33,Division 1
2/21/2016,Loyola (MD),Away,90,Colgate,93,Home,,Loss,-3,-5.67,-1.73,Division 1
2/21/2016,George Washington,Home,90,La Salle,50,Away,,Win,40,6.52,-9.97,Division 1
2/21/2016,La Salle,Away,50,George Washington,90,Home,,Loss,-40,-9.97,6.52,Division 1
2/21/2016,Seton Hall,Away,62,St. John's (NY),61,Home,,Win,1,7.06,-9.31,Division 1
2/21/2016,St. John's (NY),Home,61,Seton Hall,62,Away,,Loss,-1,-9.31,7.06,Division 1
2/21/2016,Detroit Mercy,Away,74,Valparaiso,90,Home,,Loss,-16,0.90,13.56,Division 1
2/21/2016,Utah,Away,80,Southern California,69,Home,,Win,11,8.47,6.09,Division 1
2/21/2016,East Carolina,Away,63,Southern Methodist,74,Home,,Loss,-11,-3.59,13.87,Division 1
2/21/2016,Southern Methodist,Home,74,East Carolina,63,Away,,Win,11,13.87,-3.59,Division 1
2/21/2016,Valparaiso,Home,90,Detroit Mercy,74,Away,,Win,16,13.56,0.90,Division 1
2/21/2016,Washington State,Home,62,University of California,80,Away,,Loss,-18,-6.68,8.09,Division 1
2/21/2016,Illinois,Away,60,Wisconsin,69,Home,,Loss,-9,-2.65,4.27,Division 1
2/21/2016,Wisconsin,Home,69,Illinois,60,Away,,Win,9,4.27,-2.65,Division 1
2/21/2016,Boston College,Away,48,Wake Forest,74,Home,,Loss,-26,-9.30,-4.88,Division 1
2/21/2016,Wake Forest,Home,74,Boston College,48,Away,,Win,26,-4.88,-9.30,Division 1
2/21/2016,University of California,Away,80,Washington State,62,Home,,Win,18,8.09,-6.68,Division 1
2/21/2016,Southern California,Home,69,Utah,80,Away,,Loss,-11,6.09,8.47,Division 1
2/21/2016,Loyola (IL),Away,75,Missouri State,62,Home,,Win,13,-0.91,-5.25,Division 1
