Date,Team,Team Location,Team Score,Opponent,Opponent Score,Opponent Location,Neutral Site,Team Result,Team Margin,Team Differential,Opponent Differential,Game Type
11/13/2015,Jackson State,Away,52,Oregon,80,Home,,Loss,-28,3.21,9.71,Division 1
11/13/2015,Oregon,Home,80,Jackson State,52,Away,,Win,28,9.71,3.21,Division 1
11/13/2015,Missouri State,Away,65,Oral Roberts,80,Home,,Loss,-15,-5.25,-0.90,Division 1
11/13/2015,Oral Roberts,Home,80,Missouri State,65,Away,,Win,15,-0.90,-5.25,Division 1
11/13/2015,Pennsylvania,Home,76,Robert Morris,75,Away,,Win,1,-3.64,-5.78,Division 1
11/13/2015,Portland,Home,98,Oregon Tech,81,Away,,Win,17,-2.16,0.00,Non Division 1
11/13/2015,North Carolina A&T,Away,40,Purdue,81,Home,,Loss,-41,-8.25,13.15,Division 1
11/13/2015,Robert Morris,Away,75,Pennsylvania,76,Home,,Loss,-1,-5.78,-3.64,Division 1
11/13/2015,Oregon Tech,Away,81,Portland,98,Home,,Loss,-17,0.00,-2.16,Non Division 1
11/13/2015,Old Dominion,Neutral,67,Niagara,50,,Neutral Site,Win,17,6.66,-7.55,Division 1
11/13/2015,Massachusetts-Lowell,Away,57,Northwestern,79,Home,,Loss,-22,-6.21,6.03,Division 1
11/13/2015,Northwestern,Home,79,Massachusetts-Lowell,57,Away,,Win,22,6.03,-6.21,Division 1
11/13/2015,Cal State Northridge,Away,71,Northern Illinois,83,Home,,Loss,-12,-3.93,5.15,Division 1
11/13/2015,Northern Illinois,Home,83,Cal State Northridge,71,Away,,Win,12,5.15,-3.93,Division 1
11/13/2015,Notre Dame,Home,87,Saint Francis (PA),56,Away,,Win,31,5.13,-2.37,Division 1
11/13/2015,Tennessee-Martin,Away,57,Oklahoma State,91,Home,,Loss,-34,1.82,-0.63,Division 1
11/13/2015,Niagara,Neutral,50,Old Dominion,67,,Neutral Site,Loss,-17,-7.55,6.66,Division 1
11/13/2015,Saint Francis (PA),Away,56,Notre Dame,87,Home,,Loss,-31,-2.37,5.13,Division 1
11/13/2015,Oklahoma State,Home,91,Tennessee-Martin,57,Away,,Win,34,-0.63,1.82,Division 1
11/13/2015,Saint Joseph's,Home,82,Drexel,81,Away,,Win,1,7.68,-7.26,Division 1
11/13/2015,Saint Mary's (CA),Home,80,San Francisco State,56,Away,,Win,24,13.94,0.00,Non Division 1
11/13/2015,Sacred Heart,Neutral,76,Quinnipiac,64,,Neutral Site,Win,12,-3.97,-5.40,Division 1
11/13/2015,Drexel,Away,81,Saint Joseph's,82,Home,,Loss,-1,-7.26,7.68,Division 1
11/13/2015,San Francisco State,Away,56,Saint Mary's (CA),80,Home,,Loss,-24,0.00,13.94,Non Division 1
11/13/2015,Illinois State,Away,60,San Diego State,71,Home,,Loss,-11,1.42,7.69,Division 1
11/13/2015,San Diego State,Home,71,Illinois State,60,Away,,Win,11,7.69,1.42,Division 1
11/13/2015,Brown,Away,65,Saint Peter's,77,Home,,Loss,-12,-4.11,-0.70,Division 1
11/13/2015,Saint Peter's,Home,77,Brown,65,Away,,Win,12,-0.70,-4.11,Division 1
11/13/2015,Quinnipiac,Neutral,64,Sacred Heart,76,,Neutral Site,Loss,-12,-5.40,-3.97,Division 1
11/13/2015,Rhode Island,Home,65,American,42,Away,,Win,23,4.63,-8.10,Division 1
11/13/2015,James Madison,Away,87,Richmond,75,Home,,Win,12,6.50,2.72,Division 1
11/13/2015,Purdue,Home,81,North Carolina A&T,40,Away,,Win,41,13.15,-8.25,Division 1
11/13/2015,American,Away,42,Rhode Island,65,Home,,Loss,-23,-8.10,4.63,Division 1
11/13/2015,Richmond,Home,75,James Madison,87,Away,,Loss,-12,2.72,6.50,Division 1
11/13/2015,Rutgers,Home,72,Rutgers-Newark,59,Away,,Win,13,-12.66,0.00,Non Division 1
11/13/2015,Rutgers-Newark,Away,59,Rutgers,72,Home,,Loss,-13,0.00,-12.66,Non Division 1
11/13/2015,Princeton,Away,64,Rider,56,Home,,Win,8,11.07,-1.39,Division 1
11/13/2015,Rider,Home,56,Princeton,64,Away,,Loss,-8,-1.39,11.07,Division 1
11/13/2015,North Texas,Home,112,Jarvis Christian,82,Away,,Win,30,-3.72,0.00,Non Division 1
11/13/2015,Wofford,Away,74,Missouri,83,Home,,Loss,-9,0.03,-4.39,Division 1
11/13/2015,Boise State,Away,72,Montana,74,Home,,Loss,-2,7.31,5.38,Division 1
11/13/2015,Mississippi State,Home,106,Eastern Washington,88,Away,,Win,18,1.78,5.00,Division 1
11/13/2015,Missouri,Home,83,Wofford,74,Away,,Win,9,-4.39,0.03,Division 1
11/13/2015,Montana,Home,74,Boise State,72,Away,,Win,2,5.38,7.31,Division 1
11/13/2015,Harris-Stowe,Away,55,Murray State,105,Home,,Loss,-50,0.00,3.77,Non Division 1
11/13/2015,Murray State,Home,105,Harris-Stowe,55,Away,,Win,50,3.77,0.00,Non Division 1
11/13/2015,Cincinnati Christian,Away,51,Morehead State,87,Home,,Loss,-36,0.00,5.13,Non Division 1
11/13/2015,Morehead State,Home,87,Cincinnati Christian,51,Away,,Win,36,5.13,0.00,Non Division 1
11/13/2015,Eastern Washington,Away,88,Mississippi State,106,Home,,Loss,-18,5.00,1.78,Division 1
11/13/2015,Northern Michigan,Away,44,Michigan,70,Home,,Loss,-26,0.00,6.82,Non Division 1
11/13/2015,Florida Atlantic,Away,55,Michigan State,82,Home,,Loss,-27,-7.70,16.38,Division 1
11/13/2015,Texas-Rio Grande Valley,Away,59,Miami (FL),86,Home,,Loss,-27,-11.23,8.81,Division 1
11/13/2015,Michigan,Home,70,Northern Michigan,44,Away,,Win,26,6.82,0.00,Non Division 1
11/13/2015,Michigan State,Home,82,Florida Atlantic,55,Away,,Win,27,16.38,-7.70,Division 1
11/13/2015,Mississippi,Home,90,Northwestern State,76,Away,,Win,14,3.09,-6.75,Division 1
11/13/2015,Northwestern State,Away,76,Mississippi,90,Home,,Loss,-14,-6.75,3.09,Division 1
11/13/2015,Minnesota,Home,76,Missouri-Kansas City,58,Away,,Win,18,-6.00,-2.84,Division 1
11/13/2015,Missouri-Kansas City,Away,58,Minnesota,76,Home,,Loss,-18,-2.84,-6.00,Division 1
11/13/2015,North Carolina State,Home,68,William & Mary,85,Away,,Loss,-17,0.79,5.77,Division 1
11/13/2015,William & Mary,Away,85,North Carolina State,68,Home,,Win,17,5.77,0.79,Division 1
11/13/2015,Houston Baptist,Away,69,New Mexico State,91,Home,,Loss,-22,0.79,8.52,Division 1
11/13/2015,New Mexico State,Home,91,Houston Baptist,69,Away,,Win,22,8.52,0.79,Division 1
11/13/2015,Milligan,Away,62,North Carolina-Wilmington,100,Home,,Loss,-38,0.00,7.78,Non Division 1
11/13/2015,North Dakota,Home,99,Minnesota-Morris,69,Away,,Win,30,3.47,0.00,Non Division 1
11/13/2015,Jarvis Christian,Away,82,North Texas,112,Home,,Loss,-30,0.00,-3.72,Non Division 1
11/13/2015,North Carolina-Wilmington,Home,100,Milligan,62,Away,,Win,38,7.78,0.00,Non Division 1
11/13/2015,Minnesota-Morris,Away,69,North Dakota,99,Home,,Loss,-30,0.00,3.47,Non Division 1
11/13/2015,Texas Southern,Away,57,New Mexico,86,Home,,Loss,-29,2.66,2.63,Division 1
11/13/2015,UC-Santa Barbara,Away,60,Nebraska-Omaha,59,Home,,Win,1,4.00,3.81,Division 1
11/13/2015,Nebraska-Omaha,Home,59,UC-Santa Barbara,60,Away,,Loss,-1,3.81,4.00,Division 1
11/13/2015,Florida,Away,59,Navy,41,Home,,Win,18,4.85,2.88,Division 1
11/13/2015,Navy,Home,41,Florida,59,Away,,Loss,-18,2.88,4.85,Division 1
11/13/2015,Cal Poly,Away,72,Nevada-Las Vegas,74,Home,,Loss,-2,-2.80,4.67,Division 1
11/13/2015,New Hampshire,Home,82,Lyndon State,45,Away,,Win,37,1.26,0.00,Non Division 1
11/13/2015,New Mexico,Home,86,Texas Southern,57,Away,,Win,29,2.63,2.66,Division 1
11/13/2015,Nevada-Las Vegas,Home,74,Cal Poly,72,Away,,Win,2,4.67,-2.80,Division 1
11/13/2015,Lyndon State,Away,45,New Hampshire,82,Home,,Loss,-37,0.00,1.26,Non Division 1
11/13/2015,Lipscomb,Away,65,Santa Clara,63,Home,,Win,2,-3.00,-6.10,Division 1
11/13/2015,Morgan State,Away,48,Virginia,86,Home,,Loss,-38,-4.19,10.41,Division 1
11/13/2015,Virginia,Home,86,Morgan State,48,Away,,Win,38,10.41,-4.19,Division 1
11/13/2015,Fairleigh Dickinson,Away,54,Villanova,91,Home,,Loss,-37,-0.34,13.26,Division 1
11/13/2015,Villanova,Home,91,Fairleigh Dickinson,54,Away,,Win,37,13.26,-0.34,Division 1
11/13/2015,Prairie View,Away,50,Virginia Commonwealth,75,Home,,Loss,-25,-10.61,9.91,Division 1
11/13/2015,Wake Forest,Home,78,Maryland-Baltimore County,73,Away,,Win,5,-4.88,-8.50,Division 1
11/13/2015,Texas,Neutral,71,Washington,77,,Neutral Site,Loss,-6,3.70,3.59,Division 1
11/13/2015,Virginia Commonwealth,Home,75,Prairie View,50,Away,,Win,25,9.91,-10.61,Division 1
11/13/2015,Maryland-Baltimore County,Away,73,Wake Forest,78,Home,,Loss,-5,-8.50,-4.88,Division 1
11/13/2015,Vanderbilt,Home,80,Austin Peay,41,Away,,Win,39,9.15,0.09,Division 1
11/13/2015,Monmouth,Away,84,UCLA,81,Home,,Win,3,7.74,0.78,Division 1
11/13/2015,UCLA,Home,81,Monmouth,84,Away,,Loss,-3,0.78,7.74,Division 1
11/13/2015,Alabama A&M,Away,68,Tulane,67,Home,,Win,1,-2.28,-4.65,Division 1
11/13/2015,Tulane,Home,67,Alabama A&M,68,Away,,Loss,-1,-4.65,-2.28,Division 1
11/13/2015,Southern Utah,Away,71,Utah,82,Home,,Loss,-11,-10.33,8.47,Division 1
11/13/2015,Valparaiso,Home,78,IPFW,64,Away,,Win,14,13.56,4.24,Division 1
11/13/2015,Austin Peay,Away,41,Vanderbilt,80,Home,,Loss,-39,0.09,9.15,Division 1
11/13/2015,Utah,Home,82,Southern Utah,71,Away,,Win,11,8.47,-10.33,Division 1
11/13/2015,IPFW,Away,64,Valparaiso,78,Home,,Loss,-14,4.24,13.56,Division 1
11/13/2015,Wright State,Neutral,77,South Dakota,69,,Neutral Site,Win,8,2.74,-2.94,Division 1
11/13/2015,Bristol University,Away,62,Wyoming,101,Home,,Loss,-39,0.00,-0.58,Non Division 1
11/13/2015,Wisconsin,Home,67,Western Illinois,69,Away,,Loss,-2,4.27,-0.37,Division 1
11/13/2015,South Dakota,Neutral,69,Wright State,77,,Neutral Site,Loss,-8,-2.94,2.74,Division 1
11/13/2015,Wyoming,Home,101,Bristol University,62,Away,,Win,39,-0.58,0.00,Non Division 1
11/13/2015,Fairfield,Neutral,57,Yale,70,,Neutral Site,Loss,-13,-0.25,12.04,Division 1
11/13/2015,Yale,Neutral,70,Fairfield,57,,Neutral Site,Win,13,12.04,-0.25,Division 1
11/13/2015,Miami (OH),Away,72,Xavier,81,Home,,Loss,-9,-5.26,10.21,Division 1
11/13/2015,Xavier,Home,81,Miami (OH),72,Away,,Win,9,10.21,-5.26,Division 1
11/13/2015,Western Illinois,Away,69,Wisconsin,67,Home,,Win,2,-0.37,4.27,Division 1
11/13/2015,Washington State,Home,82,Northern Arizona,70,Away,,Win,12,-6.68,-12.80,Division 1
11/13/2015,Utah State,Away,73,Weber State,70,Home,,Win,3,1.84,9.88,Division 1
11/13/2015,Washington,Neutral,77,Texas,71,,Neutral Site,Win,6,3.59,3.70,Division 1
11/13/2015,Northern Arizona,Away,70,Washington State,82,Home,,Loss,-12,-12.80,-6.68,Division 1
11/13/2015,Weber State,Home,70,Utah State,73,Away,,Loss,-3,9.88,1.84,Division 1
11/13/2015,Charleston Southern,Away,63,Wichita State,88,Home,,Loss,-25,-3.57,13.97,Division 1
11/13/2015,Wichita State,Home,88,Charleston Southern,63,Away,,Win,25,13.97,-3.57,Division 1
11/13/2015,Northern Kentucky,Away,61,West Virginia,107,Home,,Loss,-46,-3.90,12.66,Division 1
11/13/2015,West Virginia,Home,107,Northern Kentucky,61,Away,,Win,46,12.66,-3.90,Division 1
11/13/2015,Texas Tech,Home,77,High Point,73,Away,,Win,4,1.72,7.65,Division 1
11/13/2015,Troy,Away,82,South Florida,77,Home,,Win,5,-6.00,-8.09,Division 1
11/13/2015,San Diego,Away,45,Southern California,83,Home,,Loss,-38,-8.40,6.09,Division 1
11/13/2015,South Dakota State,Home,87,Chadron State,52,Away,,Win,35,8.48,0.00,Non Division 1
11/13/2015,South Florida,Home,77,Troy,82,Away,,Loss,-5,-8.09,-6.00,Division 1
11/13/2015,Southern California,Home,83,San Diego,45,Away,,Win,38,6.09,-8.40,Division 1
11/13/2015,Arkansas State,Away,70,Southern Illinois-Edwardsville,79,Home,,Loss,-9,-2.29,-8.18,Division 1
11/13/2015,Southern Illinois-Edwardsville,Home,79,Arkansas State,70,Away,,Win,9,-8.18,-2.29,Division 1
11/13/2015,Air Force,Away,75,Southern Illinois,77,Home,,Loss,-2,-4.41,4.09,Division 1
11/13/2015,Southern Illinois,Home,77,Air Force,75,Away,,Win,2,4.09,-4.41,Division 1
11/13/2015,Chadron State,Away,52,South Dakota State,87,Home,,Loss,-35,0.00,8.48,Non Division 1
11/13/2015,Savannah State,Home,87,Florida National University,69,Away,,Win,18,-5.19,0.00,Non Division 1
11/13/2015,Arkansas-Pine Bluff,Away,58,Seattle,56,Home,,Win,2,-13.79,-1.73,Division 1
11/13/2015,Santa Clara,Home,63,Lipscomb,65,Away,,Loss,-2,-6.10,-3.00,Division 1
11/13/2015,Florida National University,Away,69,Savannah State,87,Home,,Loss,-18,0.00,-5.19,Non Division 1
11/13/2015,Seattle,Home,56,Arkansas-Pine Bluff,58,Away,,Loss,-2,-1.73,-13.79,Division 1
11/13/2015,Auburn Montgomery,Away,68,South Alabama,88,Home,,Loss,-20,0.00,-3.94,Non Division 1
11/13/2015,South Alabama,Home,88,Auburn Montgomery,68,Away,,Win,20,-3.94,0.00,Non Division 1
11/13/2015,Dartmouth,Away,67,Seton Hall,84,Home,,Loss,-17,0.11,7.06,Division 1
11/13/2015,Seton Hall,Home,84,Dartmouth,67,Away,,Win,17,7.06,0.11,Division 1
11/13/2015,South Carolina Upstate,Away,64,Texas A&M,104,Home,,Loss,-40,-5.63,10.38,Division 1
11/13/2015,Texas A&M,Home,104,South Carolina Upstate,64,Away,,Win,40,10.38,-5.63,Division 1
11/13/2015,North Carolina-Asheville,Away,78,Tennessee,82,Home,,Loss,-4,8.15,-0.23,Division 1
11/13/2015,Tennessee,Home,82,North Carolina-Asheville,78,Away,,Win,4,-0.23,8.15,Division 1
11/13/2015,Our Lady of the Lake,Away,72,Texas A&M-Corpus Christi,94,Home,,Loss,-22,0.00,4.67,Non Division 1
11/13/2015,Texas Christian,Home,90,Southeastern Louisiana,77,Away,,Win,13,-4.91,-4.56,Division 1
11/13/2015,High Point,Away,73,Texas Tech,77,Home,,Loss,-4,7.65,1.72,Division 1
11/13/2015,Texas A&M-Corpus Christi,Home,94,Our Lady of the Lake,72,Away,,Win,22,4.67,0.00,Non Division 1
11/13/2015,Southeastern Louisiana,Away,77,Texas Christian,90,Home,,Loss,-13,-4.56,-4.91,Division 1
11/13/2015,Temple,Neutral,67,North Carolina,91,,Neutral Site,Loss,-24,1.22,12.76,Division 1
11/13/2015,St. John's (NY),Home,66,Wagner,57,Away,,Win,9,-9.31,6.53,Division 1
11/13/2015,Wagner,Away,57,St. John's (NY),66,Home,,Loss,-9,6.53,-9.31,Division 1
11/13/2015,Binghamton,Away,53,St. Bonaventure,63,Home,,Loss,-10,-7.73,4.97,Division 1
11/13/2015,St. Bonaventure,Home,63,Binghamton,53,Away,,Win,10,4.97,-7.73,Division 1
11/13/2015,Green Bay,Away,89,Stanford,93,Home,,Loss,-4,4.57,-0.77,Division 1
11/13/2015,Syracuse,Home,57,Lehigh,47,Away,,Win,10,4.50,1.81,Division 1
11/13/2015,North Carolina,Neutral,91,Temple,67,,Neutral Site,Win,24,12.76,1.22,Division 1
11/13/2015,Stanford,Home,93,Green Bay,89,Away,,Win,4,-0.77,4.57,Division 1
11/13/2015,Lehigh,Away,47,Syracuse,57,Home,,Loss,-10,1.81,4.50,Division 1
11/13/2015,South Carolina State,Away,54,College of Charleston,74,Home,,Loss,-20,0.12,3.45,Division 1
11/13/2015,Columbia,Home,107,Kean,62,Away,,Win,45,6.97,0.00,Non Division 1
11/13/2015,Nevada,Neutral,73,Coastal Carolina,56,,Neutral Site,Win,17,2.82,7.38,Division 1
11/13/2015,College of Charleston,Home,74,South Carolina State,54,Away,,Win,20,3.45,0.12,Division 1
11/13/2015,Kean,Away,62,Columbia,107,Home,,Loss,-45,0.00,6.97,Non Division 1
11/13/2015,Dayton,Home,84,Southeast Missouri State,53,Away,,Win,31,7.38,-10.62,Division 1
11/13/2015,Southeast Missouri State,Away,53,Dayton,84,Home,,Loss,-31,-10.62,7.38,Division 1
11/13/2015,Connecticut,Home,100,Maine,56,Away,,Win,44,10.32,-10.90,Division 1
11/13/2015,Maine,Away,56,Connecticut,100,Home,,Loss,-44,-10.90,10.32,Division 1
11/13/2015,Coastal Carolina,Neutral,56,Nevada,73,,Neutral Site,Loss,-17,7.38,2.82,Division 1
11/13/2015,Elon,Away,85,Charlotte,74,Home,,Win,11,0.50,-1.42,Division 1
11/13/2015,Chicago State,Home,137,Illinois Tech,59,Away,,Win,78,-10.56,0.00,Non Division 1
11/13/2015,Jacksonville State,Away,83,Central Michigan,89,Home,,Loss,-6,-4.32,3.45,Division 1
11/13/2015,Charlotte,Home,74,Elon,85,Away,,Loss,-11,-1.42,0.50,Division 1
11/13/2015,Illinois Tech,Away,59,Chicago State,137,Home,,Loss,-78,0.00,-10.56,Non Division 1
11/13/2015,Clemson,Home,74,North Carolina Central,40,Away,,Win,34,5.16,-0.41,Division 1
11/13/2015,North Carolina Central,Away,40,Clemson,74,Home,,Loss,-34,-0.41,5.16,Division 1
11/13/2015,Cincinnati,Home,97,Western Carolina,72,Away,,Win,25,10.31,-0.18,Division 1
11/13/2015,Western Carolina,Away,72,Cincinnati,97,Home,,Loss,-25,-0.18,10.31,Division 1
11/13/2015,Coppin State,Away,80,Eastern Kentucky,107,Home,,Loss,-27,-8.29,1.42,Division 1
11/13/2015,Eastern Kentucky,Home,107,Coppin State,80,Away,,Win,27,1.42,-8.29,Division 1
11/13/2015,East Carolina,Home,61,Grambling,53,Away,,Win,8,-3.59,-6.00,Division 1
11/13/2015,Grambling,Away,53,East Carolina,61,Home,,Loss,-8,-6.00,-3.59,Division 1
11/13/2015,Eastern Michigan,Home,70,Vermont,50,Away,,Win,20,2.29,4.50,Division 1
11/13/2015,Johnson University,Away,71,Florida A&M,103,Home,,Loss,-32,0.00,-9.14,Non Division 1
11/13/2015,Florida International,Home,71,Trinity Baptist,39,Away,,Win,32,1.09,0.00,Non Division 1
11/13/2015,Vermont,Away,50,Eastern Michigan,70,Home,,Loss,-20,4.50,2.29,Division 1
11/13/2015,Florida A&M,Home,103,Johnson University,71,Away,,Win,32,-9.14,0.00,Non Division 1
11/13/2015,Seton Hill,Away,71,Duquesne,96,Home,,Loss,-25,0.00,1.70,Non Division 1
11/13/2015,Denver,Neutral,58,Milwaukee,71,,Neutral Site,Loss,-13,-0.10,6.88,Division 1
11/13/2015,Milwaukee,Neutral,71,Denver,58,,Neutral Site,Win,13,6.88,-0.10,Division 1
11/13/2015,Delaware,Away,62,Delaware State,56,Home,,Win,6,-9.47,-11.13,Division 1
11/13/2015,Delaware State,Home,56,Delaware,62,Away,,Loss,-6,-11.13,-9.47,Division 1
11/13/2015,Drake,Home,97,Simpson,52,Away,,Win,45,-4.66,0.00,Non Division 1
11/13/2015,Siena,Away,74,Duke,92,Home,,Loss,-18,5.38,9.39,Division 1
11/13/2015,Duquesne,Home,96,Seton Hill,71,Away,,Win,25,1.70,0.00,Non Division 1
11/13/2015,Simpson,Away,52,Drake,97,Home,,Loss,-45,0.00,-4.66,Non Division 1
11/13/2015,Duke,Home,92,Siena,74,Away,,Win,18,9.39,5.38,Division 1
11/13/2015,Central Michigan,Home,89,Jacksonville State,83,Away,,Win,6,3.45,-4.32,Division 1
11/13/2015,Alabama-Birmingham,Away,74,Auburn,75,Home,,Loss,-1,9.41,-7.39,Division 1
11/13/2015,Auburn,Home,75,Alabama-Birmingham,74,Away,,Win,1,-7.39,9.41,Division 1
11/13/2015,Army,Home,93,Ferrum,54,Away,,Win,39,2.47,0.00,Non Division 1
11/13/2015,Ferrum,Away,54,Army,93,Home,,Loss,-39,0.00,2.47,Non Division 1
11/13/2015,Baylor,Home,97,Stephen F. Austin,55,Away,,Win,42,7.91,17.56,Division 1
11/13/2015,Trinity (FL),Away,54,Bethune-Cookman,108,Home,,Loss,-54,0.00,-2.24,Non Division 1
11/13/2015,Boston University,Home,84,Northeastern,87,Away,,Loss,-3,0.84,1.12,Division 1
11/13/2015,Stephen F. Austin,Away,55,Baylor,97,Home,,Loss,-42,17.56,7.91,Division 1
11/13/2015,Bethune-Cookman,Home,108,Trinity (FL),54,Away,,Win,54,-2.24,0.00,Non Division 1
11/13/2015,Southern,Away,68,Arkansas,86,Home,,Loss,-18,3.82,3.47,Division 1
11/13/2015,Alabama,Home,77,Kennesaw State,64,Away,,Win,13,-0.76,-5.16,Division 1
11/13/2015,Kennesaw State,Away,64,Alabama,77,Home,,Loss,-13,-5.16,-0.76,Division 1
11/13/2015,Abilene Christian,Home,94,University of the Southwest,63,Away,,Win,31,-2.03,0.00,Non Division 1
11/13/2015,University of the Southwest,Away,63,Abilene Christian,94,Home,,Loss,-31,0.00,-2.03,Non Division 1
11/13/2015,Arizona,Home,79,Pacific,61,Away,,Win,18,12.21,-2.18,Division 1
11/13/2015,Sacramento State,Away,66,Arizona State,63,Home,,Win,3,-0.87,-0.69,Division 1
11/13/2015,Arkansas,Home,86,Southern,68,Away,,Win,18,3.47,3.82,Division 1
11/13/2015,Pacific,Away,61,Arizona,79,Home,,Loss,-18,-2.18,12.21,Division 1
11/13/2015,Arizona State,Home,63,Sacramento State,66,Away,,Loss,-3,-0.69,-0.87,Division 1
11/13/2015,North Dakota State,Away,79,UC-Davis,71,Home,,Win,8,4.30,-2.20,Division 1
11/13/2015,UC-Irvine,Home,89,UC-San Diego,73,Away,,Win,16,5.21,0.00,Non Division 1
11/13/2015,Rice,Away,65,University of California,97,Home,,Loss,-32,-4.66,8.09,Division 1
11/13/2015,UC-Davis,Home,71,North Dakota State,79,Away,,Loss,-8,-2.20,4.30,Division 1
11/13/2015,UC-San Diego,Away,73,UC-Irvine,89,Home,,Loss,-16,0.00,5.21,Non Division 1
11/13/2015,Central Connecticut State,Home,83,Hartford,92,Away,,Loss,-9,-13.10,-7.64,Division 1
11/13/2015,Hartford,Away,92,Central Connecticut State,83,Home,,Win,9,-7.64,-13.10,Division 1
11/13/2015,Campbell,Home,87,Montreat,42,Away,,Win,45,0.13,0.00,Non Division 1
11/13/2015,Montreat,Away,42,Campbell,87,Home,,Loss,-45,0.00,0.13,Non Division 1
11/13/2015,University of California,Home,97,Rice,65,Away,,Win,32,8.09,-4.66,Division 1
11/13/2015,Bradley,Home,54,Ball State,53,Away,,Win,1,-13.91,3.73,Division 1
11/13/2015,Brigham Young,Home,85,Utah Valley,54,Away,,Win,31,11.39,-2.67,Division 1
11/13/2015,Northeastern,Away,87,Boston University,84,Home,,Win,3,1.12,0.84,Division 1
11/13/2015,Ball State,Away,53,Bradley,54,Home,,Loss,-1,3.73,-13.91,Division 1
11/13/2015,Utah Valley,Away,54,Brigham Young,85,Home,,Loss,-31,-2.67,11.39,Division 1
11/13/2015,Buffalo,Home,109,Pittsburgh-Bradford,49,Away,,Win,60,2.69,0.00,Non Division 1
11/13/2015,Pittsburgh-Bradford,Away,49,Buffalo,109,Home,,Loss,-60,0.00,2.69,Non Division 1
11/13/2015,Bucknell,Home,107,Shenandoah,61,Away,,Win,46,5.67,0.00,Non Division 1
11/13/2015,Shenandoah,Away,61,Bucknell,107,Home,,Loss,-46,0.00,5.67,Non Division 1
11/13/2015,Trinity Baptist,Away,39,Florida International,71,Home,,Loss,-32,0.00,1.09,Non Division 1
11/13/2015,Randolph,Away,49,Longwood,69,Home,,Loss,-20,0.00,-3.21,Non Division 1
11/13/2015,Louisiana College,Away,68,Louisiana-Lafayette,108,Home,,Loss,-40,0.00,6.42,Non Division 1
11/13/2015,Liberty,Home,64,Covenant,62,Away,,Win,2,-3.69,0.00,Non Division 1
11/13/2015,Longwood,Home,69,Randolph,49,Away,,Win,20,-3.21,0.00,Non Division 1
11/13/2015,Louisiana-Lafayette,Home,108,Louisiana College,68,Away,,Win,40,6.42,0.00,Non Division 1
11/13/2015,Louisiana State,Home,81,McNeese State,70,Away,,Win,11,1.85,-7.52,Division 1
11/13/2015,McNeese State,Away,70,Louisiana State,81,Home,,Loss,-11,-7.52,1.85,Division 1
11/13/2015,Louisiana-Monroe,Home,88,McMurry,43,Away,,Win,45,3.39,0.00,Non Division 1
11/13/2015,McMurry,Away,43,Louisiana-Monroe,88,Home,,Loss,-45,0.00,3.39,Non Division 1
11/13/2015,Covenant,Away,62,Liberty,64,Home,,Loss,-2,0.00,-3.69,Non Division 1
11/13/2015,Northern Colorado,Away,72,Kansas,109,Home,,Loss,-37,-6.13,13.82,Division 1
11/13/2015,Kansas State,Home,80,Maryland-Eastern Shore,53,Away,,Win,27,2.00,-6.91,Division 1
11/13/2015,Iowa State,Neutral,68,Colorado,62,,Neutral Site,Win,6,6.94,5.33,Division 1
11/13/2015,Kansas,Home,109,Northern Colorado,72,Away,,Win,37,13.82,-6.13,Division 1
11/13/2015,Maryland-Eastern Shore,Away,53,Kansas State,80,Home,,Loss,-27,-6.91,2.00,Division 1
11/13/2015,Austin College,Away,58,Lamar,101,Home,,Loss,-43,0.00,-1.57,Non Division 1
11/13/2015,Lamar,Home,101,Austin College,58,Away,,Win,43,-1.57,0.00,Non Division 1
11/13/2015,Albany (NY),Away,65,Kentucky,78,Home,,Loss,-13,9.97,11.41,Division 1
11/13/2015,Kentucky,Home,78,Albany (NY),65,Away,,Win,13,11.41,9.97,Division 1
11/13/2015,Belmont,Away,83,Marquette,80,Home,,Win,3,4.42,2.09,Division 1
11/13/2015,Marquette,Home,80,Belmont,83,Away,,Loss,-3,2.09,4.42,Division 1
11/13/2015,Holy Cross,Away,67,Marist,64,Home,,Win,3,-4.33,-7.17,Division 1
11/13/2015,Marist,Home,64,Holy Cross,67,Away,,Loss,-3,-7.17,-4.33,Division 1
11/13/2015,Maryland,Home,80,Mount St. Mary's,56,Away,,Win,24,9.79,-1.94,Division 1
11/13/2015,Mercer,Home,96,Allen,70,Away,,Win,26,3.48,0.00,Non Division 1
11/13/2015,Miami (FL),Home,86,Texas-Rio Grande Valley,59,Away,,Win,27,8.81,-11.23,Division 1
11/13/2015,Mount St. Mary's,Away,56,Maryland,80,Home,,Loss,-24,-1.94,9.79,Division 1
11/13/2015,Allen,Away,70,Mercer,96,Home,,Loss,-26,0.00,3.48,Non Division 1
11/13/2015,Tennessee State,Away,86,Loyola (MD),71,Home,,Win,15,4.80,-5.67,Division 1
11/13/2015,Louisville,Home,86,Samford,45,Away,,Win,41,13.84,-0.06,Division 1
11/13/2015,Samford,Away,45,Louisville,86,Home,,Loss,-41,-0.06,13.84,Division 1
11/13/2015,Louisiana Tech,Home,95,Millsaps,33,Away,,Win,62,7.31,0.00,Non Division 1
11/13/2015,Millsaps,Away,33,Louisiana Tech,95,Home,,Loss,-62,0.00,7.31,Non Division 1
